,0
2218,ps 52 john c thompson
2219,barbara esselborn school (the)
2220,ps 54 charles w leng
2221,ps 55 henry m boehm
2222,ps 56 louis desario school (the)
2223,ps 57 hubert h humphrey
2224,space shuttle columbia school
2225,harbor view school (the)
2226,ps 60 alice austen
2227,is 61 william a morris
2228,marsh avenue school for expeditionary learning
2229,ps 65 academy of innovative learning (the)
2230,ps 69 daniel d tompkins
2231,is 72 rocco laurie
2232,ps 74 future leaders elementary school
2233,is 75 frank d paulo 
2234,ps 78
2235,staten island school of civic leadership
2236,michael j petrides school (the)
2237,niagara county
2238,primary education center
2239,intermediate education center
2240,lewiston porter middle school
2241,anna merritt elementary school
2242,charles a upson elementary school
2243,george southard elementary school
2244,roy kelley elementary school
2245,emmet belknap intermediate school
2246,north park junior high school
2247,newfane elementary school
2248,newfane middle school
2249,west street elementary school
2250,tuscarora elementary school
2251,colonial village elementary school
2252,errick road elementary school
2253,edward town middle school
2254,seventy ninth street school
2255,geraldine j mann school
2256,henry j kalfas magnet school
2257,hyde park school
2258,maple avenue school
2259,niagara street school
2260,harry f abate elementary school
2261,gaskill preparatory school
2262,lasalle preparatory school
2263,cataract elementary school
2264,drake school
2265,meadow school
2266,ohio elementary school
2267,spruce school
2268,north tonawanda middle school
2269,regan intermediate school
2270,starpoint middle school
2271,royalton-hartland elementary school
2272,royalton-hartland middle school
2273,pratt elementary school
2274,barker junior/senior high school
2275,wilson elementary school
2276,wilson high school
2277,oneida county
2278,adirondack middle school
2279,west leyden elementary school
2280,forestport elementary school
2281,boonville elementary school
2282,mcconnellsville elementary school
2283,annsville area school
2284,camden elementary school
2285,camden middle school
2286,clinton elementary school
2287,clinton middle school
2288,hughes elementary school
2289,robert l bradley elementary school
2290,myles elementary school
2291,perry junior high school
2292,new york mills union free school district
2293,new york mills junior-senior high school
2294,new york mills elementary school
2295,sauquoit valley elementary school
2296,sauquoit valley middle school
2297,remsen elementary school
2298,remsen junior-senior high school
2299,gansevoort elementary school
2300,bellamy elementary school
2301,lyndon h strough middle school
2302,ridge mills elementary school
2303,stokes elementary school
2304,john e joy elementary school
2305,louis v denti elementary school
2306,george r staley upper elementary school
2307,memorial park elementary school
2308,waterville jr/sr high school
2309,j d george elementary school
2310,w a wettel elementary school
2311,e a mcallister elementary school
2312,vernon-verona-sherrill middle school
2313,holland patent middle school
2314,holland patent elementary school
2315,albany elementary school
2316,christopher columbus elementary school
2317,general herkimer elementary school
2318,hugh r jones elementary school
2319,martin luther king jr elementary school
2320,watson williams elementary school
2321,thomas jefferson elementary school
2322,john f hughes elementary school
2323,kernan elementary school
2324,senator james h donovan middle school
2325,roscoe conkling elementary school
2326,westmoreland elementary school
2327,westmoreland middle school
2328,n a walbran elementary school
2329,oriskany junior-senior high school
2330,marcy elementary school
2331,harts hill school
2332,deerfield elementary school
2333,whitesboro middle school
2334,parkway middle school
2335,westmoreland road elementary school
2336,onondaga county
2337,east hill elementary school
2338,stonehedge elementary school
2339,onondaga road elementary school
2340,split rock elementary school
2341,west genesee middle school
2342,camillus middle school
2343,allen road elementary school
2344,karl w saile bear road elementary school
2345,cicero elementary school
2346,lakeshore road elementary school
2347,roxboro road elementary school
2348,smith road elementary school
2349,gillette road middle school
2350,north syracuse junior high school
2351,roxboro road middle school
2352,fremont elementary school
2353,east syracuse elementary school
2354,woodland elementary school
2355,minoa elementary school
2356,pine grove middle school
2357,jamesville elementary school
2358,moses dewitt elementary school
2359,tecumseh elementary school
2360,jamesville-dewitt middle school
2361,elbridge elementary school
2362,jordan-elbridge middle school
2363,fabius-pompey elementary school
2364,fabius-pompey middle school high school
2365,cherry road elementary school
2366,onondaga hill middle school
2367,solvay elementary school
2368,solvay middle school
2369,la fayette junior-senior high school
2370,c grant grimshaw school
2371,harry e elden elementary school
2372,catherine m mcnamara elementary school
2373,l pearl palmer elementary school
2374,van buren elementary school
2375,theodore r durgee junior high school
2376,mae e reynolds school
2377,donald s ray school
2378,fayetteville elementary school
2379,eagle hill middle school
2380,wellwood middle school
2381,mott road elementary school
2382,enders road elementary school
2383,k c heffernan elementary school
2384,c s driver middle school
2385,wheeler elementary school
2386,onondaga senior high school
2387,nate perry elementary school
2388,chestnut hill middle school
2389,elmcrest elementary school
2390,liverpool middle school
2391,chestnut hill elementary school
2392,liverpool elementary school
2393,morgan road elementary school
2394,soule road elementary school
2395,soule road middle school
2396,long branch elementary school
2397,donlin drive elementary school
2398,willow field elementary school
2399,lyncourt school
2400,state street intermediate school
2401,skaneateles middle school
2402,clary middle school
2403,bellevue elementary school
2404,van duyn elementary school
2405,edward smith k-8 school
2406,roberts k-8 school
2407,meachem elementary school
2408,lemoyne elementary school
2409,salem hyde elementary school
2410,huntington k-8 school
2411,dr king elementary school
2412,danforth middle school
2413,franklin elementary school
2414,frazer k-8 school
2415,porter elementary school
2416,seymour dual language academy
2417,hurlbut w smith k-8 school
2418,grant middle school
2419,delaware academy
2420,mckinley-brighton elementary school
2421,webster elementary school
2422,lincoln middle school
2423,dr weeks elementary school
2424,expeditionary learning middle school
2425,westside academy at blodgett
2426,syracuse latin school
2427,tully junior-senior high school
2428,tully elementary school
2429,ontario county
2430,canandaigua primary-elementary school
2431,canandaigua middle school
2432,bloomfield middle school
2433,bloomfield elementary school
2434,north street elementary school
2435,geneva middle school
2436,gorham elementary school
2437,marcus whitman middle school
2438,red jacket elementary school
2439,red jacket middle school
2440,naples high school
2441,naples elementary school
2442,midlakes middle school
2443,midlakes intermediate school
2444,honeoye elementary school
2445,honeoye middle/high school
2446,victor intermediate school
2447,victor junior high school
2448,victor primary school
2449,orange county
2450,little britain elementary school
2451,taft elementary school
2452,washingtonville middle school
2453,round hill elementary school
2454,chester academy-middle/high school
2455,chester elementary school
2456,willow avenue elementary school
2457,cornwall-on-hudson elementary school
2458,cornwall elementary school
2459,cornwall middle school
2460,e j russell elementary school
2461,crispell middle school
2462,circleville elementary school
2463,circleville middle school
2464,pakanasink elementary school
2465,pine bush elementary school
2466,c j hooker middle school
2467,goshen intermediate school
2468,highland falls intermediate school
2469,william a carter school
2470,middletown twin towers middle school
2471,monhagen middle school
2472,maple hill elementary school
2473,presidential park elementary school
2474,minisink valley middle school
2475,otisville elementary school
2476,minisink valley intermediate school
2477,pine tree elementary school
2478,central valley elementary school
2479,north main street school
2480,monroe-woodbury middle school
2481,east coldenham elementary school
2482,montgomery elementary school
2483,walden elementary school
2484,valley central middle school
2485,berea elementary school
2486,balmville school
2487,heritage middle school
2488,fostertown etc magnet school
2489,gardnertown fundamental magnet school
2490,gams high tech magnet school
2491,horizon-on-the-hudson magnet school
2492,new windsor school
2493,"vails gate science, technology, engineering, arts and math academy"
2494,temple hill school
2495,meadow hill global explorations magnet school
2496,anna s kuhl elementary school
2497,n a hamilton bicentennial school
2498,port jervis middle school
2499,george f baker high school
2500,george grant mason elementary school
2501,warwick valley middle school
2502,park avenue elementary school
2503,sanfordville elementary school
2504,greenwood lake middle school
2505,greenwood lake elementary school
2506,s s seward institute
2507,golden hill elementary
2508,orleans county
2509,ronald l sodoma elementary school
2510,carl i bergerson middle school
2511,kendall junior-senior high school
2512,kendall elementary school
2513,holley junior senior high school
2514,holley elementary school
2515,oak orchard school
2516,clifford wise intermediate/middle school
2517,medina high school
2518,lyndonville elementary school
2519,l a webber middle-high school
2520,oswego county
2521,altmar-parish-williamstown jr/sr high school
2522,altmar-parish-williamstown elementary school
2523,fairgrieve school
2524,fulton junior high school
2525,granby elementary school
2526,j e lanigan school
2527,volney elementary school
2528,kenney middle school
2529,fairley school
2530,aura a cole elementary school
2531,brewerton elementary school
2532,central square intermediate school
2533,hastings mallory elementary school
2534,central square middle school
2535,mexico elementary school
2536,palermo elementary school
2537,new haven elementary school
2538,mexico middle school
2539,charles e riley elementary school
2540,leighton elementary school
2541,fitzhugh park elementary school
2542,kingsford park elementary school
2543,minetto elementary school
2544,oswego middle school
2545,pulaski elementary school
2546,pulaski middle school
2547,sandy creek elementary school
2548,sandy creek middle school
2549,michael a maroun elementary school
2550,emerson j dillon middle school
2551,otsego county
2552,gilbertsville-mount upton elementary school
2553,gilbertsville-mount upton junior-senior high school
2554,edmeston central school
2555,laurens central school
2556,schenevus central school
2557,milford central school
2558,morris central school
2559,valleyview elementary school
2560,greater plains elementary school
2561,oneonta middle school
2562,riverside elementary school
2563,unadilla elementary school
2564,unatego middle school
2565,cooperstown elementary school
2566,cooperstown junior/senior high school
2567,richfield springs elementary school
2568,richfield springs junior/senior high school
2569,cherry valley-springfield central school
2570,worcester school
2571,putnam county
2572,austin road elementary school
2573,mahopac middle school
2574,lakeview elementary school
2575,fulmar road elementary school
2576,kent primary school
2577,kent elementary school
2578,matthew paterson elementary school
2579,george fischer middle school
2580,haldane elementary/middle school
2581,garrison school
2582,putnam valley middle school
2583,putnam valley elementary school
2584,c v starr intermediate school
2585,henry h wells middle school
2586,rensselaer county
2587,berlin elementary school
2588,berlin middle school/high school
2589,tamarac middle school high school
2590,donald p sutherland school
2591,bell top school
2592,green meadow school
2593,citizen edmond genet school
2594,red mill school
2595,howard l goff school
2596,hoosick falls elementary school
2597,hoosick falls junior/senior high school
2598,knickerbacker middle school
2599,rensselaer park elementary school
2600,gardner-dickinson school
2601,van rensselaer elementary school
2602,rensselaer junior/senior high school
2603,sand lake-miller hill school
2604,poestenkill elementary school
2605,west sand lake elementary school
2606,algonquin middle school
2607,hoosic valley elementary school
2608,hoosic valley junior senior high school
2609,castleton elementary school
2610,maple hill middle school
2611,ps 2
2612,ps 14
2613,ps 16
2614,ps 18
2615,carroll hill school
2616,troy middle school
2617,rockland county
2618,little tor elementary school
2619,bardonia elementary school
2620,laurel plains elementary school
2621,link elementary school
2622,new city elementary school
2623,west nyack elementary school
2624,lakewood elementary school
2625,woodglen elementary school
2626,strawtown elementary school
2627,felix festa determination middle school
2628,felix festa character middle school
2629,felix festa achievement middle school
2630,highview elementary school
2631,a macarthur barr middle school
2632,a macarthur barr middle school 5-6 academy for excellence
2633,willow grove elementary school
2634,stony point elementary school
2635,james a farley elementary school
2636,haverstraw elementary school
2637,thiells elementary school
2638,west haverstraw elementary school
2639,fieldstone middle school
2640,south orangetown middle school
2641,cottage lane elementary school
2642,liberty elementary school
2643,upper nyack school
2644,valley cottage school
2645,nyack middle school
2646,evans park school
2647,pearl river high school
2648,pearl river middle school
2649,franklin avenue school
2650,lincoln avenue school
2651,ramapo central school district (suffern)
2652,cherry lane elementary school
2653,richard p connor elementary school
2654,sloatsburg elementary school
2655,montebello road school
2656,suffern middle school
2657,viola elementary school
2658,fleetwood elementary school
2659,grandview elementary school
2660,hempstead elementary school
2661,kakiat elementary school
2662,margetts elementary school
2663,summit park elementary school
2664,chestnut ridge middle school
2665,pomona middle school
2666,elmwood elementary school
2667,lime kiln elementary school
2668,eldorado elementary school
2669,saint lawrence county
2670,st lawrence middle school
2671,saint lawrence elementary school
2672,f s banford elementary school
2673,j m mckenney middle school
2674,clifton-fine junior-senior high school
2675,clifton-fine elementary school
2676,colton-pierrepont central school
2677,gouverneur junior-senior high school
2678,west side elementary school
2679,hammond central school
2680,hermon-dekalb central school
2681,lisbon central school
2682,madrid-waddington junior-senior high school
2683,madrid-waddington elementary school
2684,jefferson elementary school
2685,madison elementary school
2686,nightengale elementary school
2687,j william leary junior high school
2688,morristown central school
2689,norwood-norfolk elementary school
2690,norwood-norfolk middle school
2691,john f kennedy school
2692,madill school
2693,ogdensburg free academy
2694,heuvelton central school
2695,parishville-hopkinton elementary school
2696,parishville-hopkinton junior-senior high school
2697,lawrence avenue elementary school
2698,a a kingston middle school
2699,edwards-knox elementary school
2700,edwards-knox junior-senior high school
2701,saratoga county
2702,francis l stevens elementary school
2703,charlton heights elementary school
2704,pashley elementary school
2705,richard h o'rourke middle school
2706,skano elementary school
2707,arongen elementary school
2708,okte elementary school
2709,tesago elementary school
2710,orenda elementary school
2711,karigon elementary school
2712,koda middle school
2713,gowana middle school
2714,chango elementary school
2715,acadia middle school
2716,shatekon elementary school
2717,corinth middle school
2718,corinth elementary school
2719,edinburg common school
2720,joseph henry elementary school
2721,galway junior/senior high school
2722,mechanicville elementary school
2723,mechanicville junior/senior high school
2724,malta avenue elementary school
2725,gordon creek elementary school
2726,ballston spa middle school
2727,wood road elementary school
2728,milton terrace elementary school
2729,oliver w winch middle school
2730,moreau elementary school
2731,ballard elementary school
2732,tanglewood elementary school
2733,schuylerville elementary school
2734,schuylerville middle school
2735,the enlarged city school district of the city of saratoga springs
2736,dorothy nolan elementary school
2737,greenfield elementary school
2738,caroline street elementary school
2739,division street elementary school
2740,lake avenue elementary school
2741,geyser road elementary school
2742,maple avenue middle school
2743,stillwater elementary school
2744,stillwater middle school high school
2745,waterford-halfmoon junior-senior high school
2746,waterford-halfmoon elementary school
2747,schenectady county
2748,duanesburg high school
2749,duanesburg elementary school
2750,glen-worden elementary school
2751,glendaal school
2752,sacandaga school
2753,scotia-glenville middle school
2754,birchwood elementary school
2755,craig elementary school
2756,glencliff school
2757,hillside school
2758,rosendale school
2759,van antwerp middle school
2760,schalmont middle school
2761,draper middle school
2762,pinewood elementary school
2763,dr martin luther king school jr elementary school
2764,hamilton elementary school
2765,howe early childhood educational center
2766,lincoln elementary school
2767,paige elementary school
2768,pleasant valley elementary school
2769,yates elementary school
2770,jessie t zoller elementary school
2771,mont pleasant middle school
2772,van corlaer elementary school
2773,woodlawn elementary school
2774,william c keane elementary school
2775,central park middle school
2776,oneida middle school
2777,schoharie county
2778,gilboa-conesville central school
2779,jefferson central school
2780,middleburgh junior/senior high school
2781,middleburgh elementary school
2782,william h golding middle school
2783,joseph b radez elementary school
2784,schoharie elementary school
2785,schoharie high school
2786,sharon springs central school
2787,schuyler county
2788,howard a hanlon elementary school
2789,odessa-montour junior/senior high school
2790,watkins glen elementary school
2791,watkins glen central high school
2792,seneca county
2793,south seneca elementary school
2794,south seneca middle/high school
2795,romulus central school
2796,elizabeth cady stanton elementary school
2797,seneca falls middle school
2798,la fayette school
2799,waterloo middle school
2800,steuben county
2801,addison middle/high school
2802,avoca central school
2803,vernon e wightman primary school
2804,dana l lyon middle school
2805,bradford central school
2806,campbell-savona elementary school
2807,campbell-savona junior/senior high school
2808,calvin u smith elementary school
2809,erwin valley elementary school
2810,frederick carder elementary school
2811,hugh w gregg elementary school
2812,william e severn elementary school
2813,winfield street elementary school
2814,corning-painted post middle school
2815,canisteo-greenwood high school
2816,canisteo-greenwood elementary/middle school
2817,hornell intermediate school
2818,bryant school
2819,hornell junior high school
2820,arkport central school
2821,prattsburgh central school
2822,jasper-troupsburg elementary school
2823,jasper-troupsburg junior-senior high school
2824,glenn h curtiss memorial school
2825,hammondsport junior-senior high school
2826,wayland elementary school
2827,wayland-cohocton middle school
2828,cohocton elementary school
2829,suffolk county
2830,babylon memorial grade school
2831,babylon junior-senior high school
2832,forest avenue school
2833,santapogue school
2834,south bay school
2835,tooker avenue school
2836,west babylon junior high school
2837,belmont elementary school
2838,robert moses middle school
2839,parliament place school
2840,woods road elementary school
2841,marion g vedder elementary school
2842,william e deluca jr elementary school
2843,albany avenue school
2844,alleghany avenue school
2845,daniel street school
2846,harding avenue school
2847,william rall school
2848,west gates avenue school
2849,lindenhurst middle school
2850,deauville gardens east elementary school
2851,great neck road elementary school
2852,susan e wiley school
2853,copiague middle school
2854,deauville gardens west elementary school
2855,northwest elementary school
2856,park avenue school
2857,edmund w miles middle school
2858,john f kennedy intermediate school
2859,robert frost middle school
2860,martin luther king elementary school
2861,milton l olive middle school
2862,arrowhead elementary school
2863,nassakeag elementary school
2864,william sidney mount elementary school
2865,setauket elementary school
2866,minnesauke elementary school
2867,paul j gelinas junior high school
2868,robert cushman murphy junior high school
2869,terryville road school
2870,john f kennedy middle school
2871,boyle road elementary school
2872,grundy avenue school
2873,hiawatha school
2874,lynwood avenue school
2875,nokomis school
2876,waverly avenue school
2877,sagamore middle school
2878,seneca middle school
2879,wenonah school
2880,cayuga school
2881,merrimac school
2882,chippewa elementary school
2883,tamarac elementary school
2884,samoset middle school
2885,port jefferson middle school
2886,port jefferson elementary school
2887,mount sinai elementary school
2888,mount sinai middle school
2889,north country road school
2890,sound beach school
2891,joseph a edgar imtermediate school
2892,rocky point middle school
2893,hawkins path school
2894,holbrook road school
2895,north coleman road school
2896,oxhead road school
2897,eugene auer memorial school
2898,dawnwood middle school
2899,selden middle school
2900,stagecoach school
2901,jericho elementary school
2902,new lane memorial elementary school
2903,c e walters school
2904,coram elementary school
2905,ridge elementary school
2906,west middle island school
2907,longwood junior high school
2908,longwood middle school
2909,barton elementary school
2910,tremont elementary school
2911,bay elementary school
2912,medford elementary school
2913,river elementary school
2914,oregon middle school
2915,south ocean middle school
2916,eagle elementary school
2917,canaan elementary school
2918,saxton middle school
2919,william floyd elementary school
2920,tangier smith elementary school
2921,moriches elementary school
2922,john s hobart elementary school
2923,william floyd middle school
2924,nathaniel woodhull elementary school
2925,william paca middle school
2926,center moriches middle school
2927,clayton huey elementary school
2928,east moriches school
2929,east moriches elementary school
2930,kreamer street elementary school
2931,brookhaven elementary school
2932,bellport middle school
2933,frank p long intermediate school
2934,verne w critz elementary school
2935,john m marshall elementary school
2936,east hampton middle school
2937,wainscott school
2938,amagansett school
2939,springs school
2940,sag harbor elementary school
2941,pierson middle/high school
2942,montauk school
2943,james h boyd elementary school
2944,elwood middle school
2945,lloyd harbor school
2946,west side school
2947,cold spring harbor high school
2948,southdown school
2949,flower hill school
2950,jefferson school
2951,washington school
2952,jack abrams stem magnet school
2953,j taylor finley middle school
2954,woodhull intermediate school
2955,dickinson avenue elementary school
2956,fifth avenue elementary school
2957,norwood avenue school
2958,ocean avenue school
2959,pulaski road school
2960,east northport middle school
2961,northport middle school
2962,bellerose elementary school
2963,otsego elementary school
2964,sunquam elementary school
2965,candlewood middle school
2966,vanderbilt elementary school
2967,paumanok elementary school
2968,signal hill elementary school
2969,west hollow middle school
2970,oldfield middle school
2971,thomas j lahey elementary school
2972,commack middle school
2973,burr intermediate school
2974,sawmill intermediate school
2975,silas wood 6th grade center
2976,birchwood intermediate school
2977,maplewood intermediate school
2978,henry l stimson middle school
2979,gardiner manor school
2980,south country school
2981,bay shore middle school
2982,commack road elementary school
2983,islip middle school
2984,maud s sherwood elementary school
2985,john f kennedy elementary school
2986,ruth c kinney elementary school
2987,east islip middle school
2988,cherry avenue elementary school
2989,sunrise drive elementary school
2990,sayville middle school
2991,lincoln avenue elementary school
2992,blue point elementary school
2993,sylvan avenue elementary school
2994,academy street elementary school
2995,james wilson young middle school
2996,pines elementary school
2997,bretton woods elementary school
2998,hauppauge middle school
2999,forest brook elementary school
3000,helen b duffield elementary school
3001,john pearl elementary school
3002,edith l slocum elementary school
3003,sycamore avenue elementary school
3004,cherokee street elementary school
3005,idle hour elementary school
3006,edward j bosti elementary school
3007,ronkonkoma middle school
3008,oakdale-bohemia middle school
3009,bayview elementary school
3010,manetuck elementary school
3011,oquenock elementary school
3012,paul j bellew elementary school
3013,beach street middle school
3014,udall road middle school
3015,southwest elementary school
3016,hemlock elementary school
3017,laurel park elementary school
3018,loretta park elementary school
3019,north elementary school
3020,northeast elementary school
3021,oak park elementary school
3022,southeast elementary school
3023,twin pines elementary school
3024,west middle school
3025,north middle school
3026,south middle school
3027,cordello avenue elementary school
3028,francis j o'neill school
3029,marguerite l mulvey school
3030,charles a mulligan middle school
3031,andrew t morrow school
3032,ralph reed school
3033,wading river school
3034,albert g prodell middle school
3035,roanoke avenue school
3036,aquebogue elementary school
3037,phillips avenue school
3038,riverhead middle school
3039,riley avenue school
3040,pulaski street elementary school
3041,shelter island school
3042,dogwood elementary school
3043,mills pond elementary school
3044,mount pleasant elementary school
3045,saint james elementary school
3046,smithtown elementary school
3047,accompsett elementary school
3048,branch brook elementary school
3049,nesaquake middle school
3050,tackan elementary school
3051,accompsett middle school
3052,great hollow middle school
3053,rj o intermediate school
3054,parkview elementary school
3055,fort salonga elementary school
3056,william t rogers middle school
3057,remsenburg-speonk elementary school
3058,westhampton beach elementary school
3059,westhampton middle school
3060,quogue elementary school
3061,hampton bays elementary school
3062,hampton bays middle school
3063,southampton elementary school
3064,southampton intermediate school
3065,bridgehampton school
3066,eastport-south manor junior senior high school
3067,eastport elementary school
3068,dayton avenue school
3069,tuckahoe school
3070,east quogue school
3071,oysterponds elementary school
3072,fishers island school
3073,southold elementary school
3074,southold junior-senior high school
3075,greenport high school
3076,greenport elementary school
3077,mattituck junior-senior high school
3078,mattituck-cutchogue elementary school
3079,sullivan county
3080,fallsburg junior senior high school
3081,benjamin cosor elementary school
3082,eldred junior-senior high school
3083,george ross mackenzie elementary school
3084,liberty middle/high school
3085,tri-valley elementary school
3086,tri-valley secondary school
3087,roscoe central school
3088,livingston manor elementary school
3089,livingston manor high school
3090,emma c chase school
3091,george l cooke school
3092,kenneth l rutherford school
3093,robert j kaiser middle school
3094,sullivan west elementary school
3095,sullivan west high school at lake huntington
3096,tioga county
3097,elm street elementary school
3098,waverly middle school
3099,candor junior-senior high school
3100,candor elementary school
3101,newark valley middle school
3102,nathan t hall school
3103,newark valley senior high school
3104,apalachin elementary school
3105,owego elementary school
3106,owego-apalachin middle school
3107,spencer-van etten middle school
3108,spencer-van etten elementary school
3109,tioga elementary school
3110,tioga middle school
3111,tompkins county
3112,dryden elementary school
3113,cassavant elementary school
3114,freeville elementary school
3115,dryden middle school
3116,george junior republic school
3117,groton junior/senior high school
3118,groton elementary school
3119,belle sherman school
3120,caroline elementary school
3121,cayuga heights elementary school
3122,beverly j martin elementary school
3123,enfield school
3124,fall creek elementary school
3125,northeast school
3126,south hill school
3127,boynton middle school
3128,dewitt middle school
3129,lehman alternative community school
3130,raymond c buckley elementary school
3131,lansing middle school
3132,newfield elementary school
3133,newfield middle school
3134,russell i doig middle school
3135,trumansburg elementary school
3136,ulster county
3137,chambers school
3138,ernest c myer school
3139,e r crosby elementary school
3140,robert r graves school
3141,j watson bailey middle school
3142,harry l edson school
3143,m clifford miller middle school
3144,highland elementary school
3145,highland middle school
3146,marbletown elementary school
3147,kerhonkson elementary school
3148,rondout valley junior high school
3149,rondout valley intermediate school
3150,marlboro middle school
3151,marlboro elementary school
3152,lenape elementary school
3153,new paltz middle school
3154,reginald bennett elementary school
3155,phoenicia elementary school
3156,woodstock elementary school
3157,onteora middle school
3158,riccardi elementary school
3159,morse school
3160,cahill school
3161,mount marion elementary school
3162,saugerties junior high school
3163,leptondale elementary school
3164,ostrander elementary school
3165,plattekill elementary school
3166,john g borden middle school
3167,ellenville elementary school
3168,ellenville middle school
3169,warren county
3170,bolton central school
3171,north warren central school
3172,big cross street school
3173,jackson heights school
3174,kensington road school
3175,glens falls middle school
3176,johnsburg central school
3177,lake george elementary school
3178,lake george junior-senior high school
3179,hadley-luzerne junior-senior high school
3180,stuart m townsend elementary school
3181,queensbury elementary school
3182,queensbury middle school
3183,william h barton intermediate school
3184,abraham wing school
3185,warrensburg junior-senior high school
3186,warrensburg elementary school
3187,washington county
3188,argyle junior/senior high school
3189,argyle elementary school
3190,fort ann middle/high school
3191,fort ann elementary school
3192,fort edward school
3193,mary j tanner primary school
3194,granville junior-senior high school
3195,granville elementary school
3196,greenwich junior-senior high school
3197,greenwich elementary school
3198,hartford middle/high school
3199,floyd harwood elementary school
3200,hudson falls middle school
3201,hudson falls intermediate school
3202,hudson falls primary school
3203,salem high school
3204,salem elementary school
3205,cambridge elementary school
3206,cambridge junior-senior high school
3207,whitehall elementary school
3208,whitehall junior-senior high school
3209,wayne county
3210,norman r kelley intermediate school
3211,newark middle school
3212,clyde-savannah elementary school
3213,clyde-savannah middle school
3214,lyons elementary school
3215,lyons middle school
3216,marion elementary school
3217,marion junior-senior high school
3218,wayne central elementary school
3219,wayne central middle school
3220,freewill elementary school
3221,palmyra-macedon intermediate school
3222,palmyra-macedon middle school
3223,richard mann elementary school
3224,gananda middle school
3225,sodus elementary school
3226,sodus jr/sr high school
3227,sodus intermediate school
3228,williamson middle school
3229,williamson elementary school
3230,north rose-wolcott elementary school
3231,north rose-wolcott middle school
3232,margaret w cuyler elementary school
3233,red creek middle school
3234,westchester county
3235,increase miller elementary school
3236,katonah elementary school
3237,john jay middle school
3238,meadow pond elementary school
3239,bedford village elementary school
3240,bedford hills elementary school
3241,mount kisco elementary school
3242,pound ridge elementary school
3243,fox lane middle school
3244,west patent elementary school
3245,carrie e tompkins school
3246,pierre van cortlandt school
3247,frank g lindsey elementary school
3248,furnace woods elementary school
3249,blue mountain middle school
3250,buchanan-verplanck elementary school
3251,anne hutchinson school
3252,greenvale school
3253,eastchester middle school
3254,william e cottle school
3255,tuckahoe middle school
3256,bronxville elementary school
3257,bronxville middle school
3258,washington irving interm school
3259,sleepy hollow middle school
3260,main street school school (4-5)
3261,irvington middle school
3262,dows lane (k-3) school
3263,springhurst elementary school
3264,dobbs ferry middle school
3265,hillside elementary school
3266,farragut middle school
3267,ardsley middle school
3268,concord road elementary school
3269,greenville school
3270,seely place school
3271,edgemont junior-senior high school
3272,richard j bailey school
3273,woodlands middle school
3274,highview school
3275,alice e grady elementary school
3276,alexander hamilton high school
3277,ziccolella middle school
3278,greenburgh eleven elementary school
3279,greenburgh eleven middle school
3280,harrison avenue elementary school
3281,parsons memorial school
3282,purchase school
3283,samuel j preston school
3284,louis m klein middle school
3285,central school
3286,chatsworth avenue school
3287,murray avenue school
3288,hommocks school
3289,westlake middle school
3290,pocantico hills central school
3291,linden hill school
3292,geller house school
3293,mount pleasant-cottage school
3294,edenwald school
3295,kensico school
3296,valhalla middle school
3297,blythedale school
3298,bedford road school
3299,pleasantville middle school
3300,columbus school at the franko building
3301,edward williams school
3302,hamilton school
3303,holmes school
3304,lincoln school
3305,rebecca turner elemtnary school
3306,cecil h parker school
3307,pennington school
3308,graham school
3309,traphagen school
3310,grimes school
3311,ab davis steam high school
3312,benjamin turner middle school
3313,douglas g grafflin school
3314,roaring brook school
3315,robert e bell school
3316,westorchard school
3317,seven bridges middle school
3318,columbus elementary school
3319,george m davis elementary school
3320,trinity elementary school
3321,william b ward elementary school
3322,daniel webster elementary school
3323,albert leonard middle school
3324,isaac e young middle school
3325,wampus school
3326,h c crittenden middle school
3327,pequenakonck elementary school
3328,north salem middle school/high school
3329,claremont school
3330,roosevelt school
3331,anne m dorner middle school
3332,todd elementary school
3333,briarcliff middle school
3334,hillcrest school
3335,oakside school
3336,peekskill middle school
3337,colonial school
3338,hutchinson school
3339,prospect hill school
3340,siwanoy school
3341,pelham middle school
3342,midland school
3343,milton school
3344,osborn school
3345,rye middle school
3346,f e bellows elementary school
3347,rye neck middle school
3348,john f kennedy magnet school
3349,king street school
3350,thomas a edison school
3351,port chester middle school
3352,bruno m ponterio ridge street school
3353,blind brook-rye middle school
3354,edgewood school
3355,fox meadow school
3356,greenacres school
3357,heathcote school
3358,quaker ridge school
3359,scarsdale middle school
3360,somers intermediate school
3361,somers middle school
3362,church street school
3363,george washington school
3364,mamaroneck avenue school
3365,post road school
3366,ridgeway school
3367,white plains middle school
3368,robert c dodson school
3369,family school 32
3370,montessori school 31
3371,school 5
3372,william boyce thompson school
3373,patricia a dichiaro school
3374,school 9
3375,school 13
3376,rosmarie ann siragusa school
3377,paideia school 15
3378,school 16
3379,school 17
3380,scholastic academy for academic excellence
3381,eugenio maria de hostos microsociety school
3382,school 21
3383,school 22
3384,school 23
3385,paideia school 24
3386,museum school 25
3387,casimir pulaski school
3388,montessori school 27
3389,kahlil gibran school
3390,school 29
3391,school 30
3392,enrico fermi school for the performing arts
3393,cross hill academy
3394,yonkers montessori academy
3395,cedar place elementary school
3396,mlk jr high tech & computer magnet school
3397,pearls hawthorne school
3398,yonkers middle school
3399,palisade preparatory school
3400,thomas cornell academy
3401,george washington elementary school
