,year,Level,District_Code,District_Name,School_Name,Content,Grade,Mean_Scale_Score
7885,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,FRONTIER VALLEY ELEMENTARY SCHOOL,english,5,750
7887,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,FRONTIER VALLEY ELEMENTARY SCHOOL,maths,3,741
7888,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,FRONTIER VALLEY ELEMENTARY SCHOOL,maths,4,742
7889,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,FRONTIER VALLEY ELEMENTARY SCHOOL,maths,5,739
7891,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,english,3,749
7892,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,english,4,751
7893,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,english,5,768
7894,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,english,6,759
7897,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,maths,3,731
7898,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,maths,4,719
7899,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,maths,5,743
7900,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,maths,6,742
7903,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,english,6,721
7904,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,english,7,715
7905,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,english,8,722
7907,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,maths,6,715
7908,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,maths,7,715
7909,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL,maths,8,708
7911,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,english,3,709
7912,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,english,4,712
7913,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,english,5,723
7915,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,maths,3,713
7916,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,maths,4,704
7917,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY,maths,5,709
7919,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,english,3,757
7920,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,english,4,771
7921,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,english,5,760
7922,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,english,6,772
7924,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,maths,3,759
7925,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,maths,4,750
7926,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,maths,5,748
7927,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,HERITAGE ELEMENTARY SCHOOL,maths,6,755
7929,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,IRON HORSE ELEMENTARY SCHOOL,english,3,749
7930,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,IRON HORSE ELEMENTARY SCHOOL,english,4,760
7931,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,IRON HORSE ELEMENTARY SCHOOL,english,5,749
7933,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,IRON HORSE ELEMENTARY SCHOOL,maths,3,749
7934,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,IRON HORSE ELEMENTARY SCHOOL,maths,4,743
7935,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,IRON HORSE ELEMENTARY SCHOOL,maths,5,744
7937,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,english,3,737
7938,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,english,4,753
7939,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,english,5,753
7940,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,english,6,756
7942,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,maths,3,745
7943,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,maths,4,750
7944,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,maths,5,747
7945,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LARKSPUR ELEMENTARY SCHOOL,maths,6,736
7947,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEGACY POINT ELEMENTARY SCHOOL,english,3,729
7948,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEGACY POINT ELEMENTARY SCHOOL,english,4,745
7949,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEGACY POINT ELEMENTARY SCHOOL,english,5,742
7951,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEGACY POINT ELEMENTARY SCHOOL,maths,3,727
7952,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEGACY POINT ELEMENTARY SCHOOL,maths,4,735
7953,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEGACY POINT ELEMENTARY SCHOOL,maths,5,732
7955,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,english,3,751
7956,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,english,4,752
7957,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,english,5,753
7958,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,english,6,750
7962,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,maths,3,756
7963,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,maths,4,753
7964,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,maths,5,744
7965,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LEMAN CLASSICAL ACADEMY,maths,6,743
7969,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,english,3,757
7970,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,english,4,757
7971,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,english,5,766
7972,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,english,6,766
7973,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,english,7,772
7974,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,english,8,767
7976,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,maths,3,762
7977,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,maths,4,751
7978,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,maths,5,761
7979,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,maths,6,756
7980,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,maths,7,753
7981,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,STEM SCHOOL HIGHLANDS RANCH,maths,8,760
7983,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,english,3,743
7984,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,english,4,751
7985,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,english,5,745
7986,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,english,6,743
7988,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,maths,3,749
7989,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,maths,4,740
7990,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,maths,5,733
7991,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGE CANYON ELEMENTARY,maths,6,730
7993,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,english,3,744
7994,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,english,4,740
7995,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,english,5,756
7996,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,english,6,754
7998,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,maths,3,737
7999,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,maths,4,740
8000,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,maths,5,747
8001,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MEADOW VIEW ELEMENTARY SCHOOL,maths,6,741
8003,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,english,3,758
8004,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,english,4,770
8005,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,english,5,763
8006,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,english,6,773
8008,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,maths,3,754
8009,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,maths,4,757
8010,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,maths,5,756
8011,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,LONE TREE ELEMENTARY,maths,6,758
8013,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,english,3,758
8014,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,english,4,746
8015,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,english,5,754
8016,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,english,6,745
8017,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,english,7,768
8018,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,english,8,757
8020,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,maths,3,752
8021,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,maths,4,732
8022,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,maths,5,732
8023,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,maths,6,732
8024,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,maths,7,749
8025,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,DC MONTESSORI CHARTER SCHOOL,maths,8,739
8027,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,english,3,748
8028,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,english,4,758
8029,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,english,5,746
8030,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,english,6,764
8031,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,english,7,758
8032,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,english,8,735
8034,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,maths,3,748
8035,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,maths,4,752
8036,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,maths,5,731
8037,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,maths,6,744
8038,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,maths,7,747
8039,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,ASPEN VIEW ACADEMY,maths,8,733
8041,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MOUNTAIN RIDGE MIDDLE SCHOOL,english,7,758
8042,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MOUNTAIN RIDGE MIDDLE SCHOOL,english,8,753
8044,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MOUNTAIN RIDGE MIDDLE SCHOOL,maths,7,748
8045,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,MOUNTAIN RIDGE MIDDLE SCHOOL,maths,8,747
8047,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,english,3,760
8048,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,english,4,753
8049,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,english,5,763
8050,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,english,6,752
8051,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,english,7,747
8052,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,english,8,747
8054,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,maths,3,765
8055,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,maths,4,750
8056,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,maths,5,751
8057,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,maths,6,748
8058,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,maths,7,750
8059,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SKYVIEW ACADEMY,maths,8,753
8061,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHEAST ELEMENTARY SCHOOL,english,3,740
8062,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHEAST ELEMENTARY SCHOOL,english,4,742
8063,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHEAST ELEMENTARY SCHOOL,english,5,744
8065,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHEAST ELEMENTARY SCHOOL,maths,3,736
8066,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHEAST ELEMENTARY SCHOOL,maths,4,733
8067,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHEAST ELEMENTARY SCHOOL,maths,5,730
8069,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,english,3,758
8070,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,english,4,770
8071,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,english,5,770
8072,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,english,6,770
8074,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,maths,3,761
8075,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,maths,4,762
8076,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,maths,5,763
8077,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,NORTHRIDGE ELEMENTARY SCHOOL,maths,6,757
8079,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,english,3,740
8080,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,english,4,743
8081,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,english,5,747
8082,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,english,6,749
8083,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,english,7,754
8084,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,english,8,759
8086,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,maths,3,733
8087,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,maths,4,737
8088,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,maths,5,731
8089,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,maths,6,732
8090,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,maths,7,742
8091,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PARKER PERFORMING ARTS,maths,8,749
8093,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGEWOOD MIDDLE SCHOOL,english,6,752
8094,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGEWOOD MIDDLE SCHOOL,english,7,750
8095,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGEWOOD MIDDLE SCHOOL,english,8,751
8097,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGEWOOD MIDDLE SCHOOL,maths,6,735
8098,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGEWOOD MIDDLE SCHOOL,maths,7,737
8099,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SAGEWOOD MIDDLE SCHOOL,maths,8,738
8101,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SIERRA MIDDLE SCHOOL,english,7,742
8102,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SIERRA MIDDLE SCHOOL,english,8,729
8104,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SIERRA MIDDLE SCHOOL,maths,7,738
8105,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,SIERRA MIDDLE SCHOOL,maths,8,735
8107,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,english,3,762
8108,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,english,4,754
8109,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,english,5,755
8110,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,english,6,758
8112,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,maths,3,750
8113,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,maths,4,741
8114,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,maths,5,747
8115,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE GROVE ELEMENTARY SCHOOL,maths,6,753
8117,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,english,3,736
8118,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,english,4,738
8119,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,english,5,737
8120,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,english,6,754
8122,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,maths,3,733
8123,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,maths,4,734
8124,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,maths,5,732
8125,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PINE LANE ELEMENTARY,maths,6,739
8127,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PIONEER ELEMENTARY SCHOOL,english,3,755
8128,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PIONEER ELEMENTARY SCHOOL,english,4,747
8129,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PIONEER ELEMENTARY SCHOOL,english,5,753
8131,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PIONEER ELEMENTARY SCHOOL,maths,3,753
8132,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PIONEER ELEMENTARY SCHOOL,maths,4,734
8133,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PIONEER ELEMENTARY SCHOOL,maths,5,741
8135,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,english,3,781
8136,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,english,4,753
8137,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,english,5,772
8138,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,english,6,769
8139,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,english,7,773
8140,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,english,8,777
8142,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,maths,3,772
8143,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,maths,4,752
8144,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,maths,5,758
8145,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,maths,6,761
8146,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,maths,7,760
8147,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PLATTE RIVER CHARTER ACADEMY,maths,8,772
8149,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,english,3,745
8150,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,english,4,753
8151,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,english,5,763
8152,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,english,6,769
8154,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,maths,3,735
8155,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,maths,4,745
8156,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,maths,5,743
8157,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,PRAIRIE CROSSING ELEMENTARY SCHOOL,maths,6,752
8159,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE SECONDARY SCHOOL,english,6,728
8160,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE SECONDARY SCHOOL,english,7,728
8161,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE SECONDARY SCHOOL,english,8,736
8163,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE SECONDARY SCHOOL,maths,6,718
8164,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE SECONDARY SCHOOL,maths,7,724
8165,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE SECONDARY SCHOOL,maths,8,716
8167,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RANCH VIEW MIDDLE SCHOOL,english,7,764
8168,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RANCH VIEW MIDDLE SCHOOL,english,8,761
8170,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RANCH VIEW MIDDLE SCHOOL,maths,7,749
8171,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RANCH VIEW MIDDLE SCHOOL,maths,8,754
8173,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,REDSTONE ELEMENTARY SCHOOL,english,3,764
8174,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,REDSTONE ELEMENTARY SCHOOL,english,4,772
8175,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,REDSTONE ELEMENTARY SCHOOL,english,5,766
8177,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,REDSTONE ELEMENTARY SCHOOL,maths,3,770
8178,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,REDSTONE ELEMENTARY SCHOOL,maths,4,766
8179,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,REDSTONE ELEMENTARY SCHOOL,maths,5,757
8181,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,english,3,754
8182,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,english,4,758
8183,2019,SCHOOL,900,DOUGLAS COUNTY RE 1,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,english,5,759
