,year,Level,District_Code,District_Name,School_Name,Content,Grade,Mean_Scale_Score
6718,2017,SCHOOL,880,DENVER COUNTY 1,CREATIVITY CHALLENGE COMMUNITY,maths,3,752
6719,2017,SCHOOL,880,DENVER COUNTY 1,GUST ELEMENTARY SCHOOL,maths,3,737
6720,2017,SCHOOL,880,DENVER COUNTY 1,INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON,maths,3,715
6721,2017,SCHOOL,880,DENVER COUNTY 1,HIGHLINE ACADEMY SOUTHEAST,maths,3,743
6722,2017,SCHOOL,880,DENVER COUNTY 1,HIGH TECH ELEMENTARY SCHOOL,maths,3,746
6723,2017,SCHOOL,880,DENVER COUNTY 1,HIGHLINE ACADEMY NORTHEAST,maths,3,738
6724,2017,SCHOOL,880,DENVER COUNTY 1,HOLM ELEMENTARY SCHOOL,maths,3,729
6725,2017,SCHOOL,880,DENVER COUNTY 1,FARRELL B. HOWELL ECE-8 SCHOOL,maths,3,716
6726,2017,SCHOOL,880,DENVER COUNTY 1,ISABELLA BIRD COMMUNITY SCHOOL,maths,3,750
6727,2017,SCHOOL,880,DENVER COUNTY 1,JOE SHOEMAKER SCHOOL,maths,3,718
6728,2017,SCHOOL,880,DENVER COUNTY 1,JOHNSON ELEMENTARY SCHOOL,maths,3,723
6729,2017,SCHOOL,880,DENVER COUNTY 1,KAISER ELEMENTARY SCHOOL,maths,3,730
6730,2017,SCHOOL,880,DENVER COUNTY 1,KNAPP ELEMENTARY SCHOOL,maths,3,719
6731,2017,SCHOOL,880,DENVER COUNTY 1,HALLETT FUNDAMENTAL ACADEMY,maths,3,706
6732,2017,SCHOOL,880,DENVER COUNTY 1,KUNSMILLER CREATIVE ARTS ACADEMY,maths,3,706
6733,2017,SCHOOL,880,DENVER COUNTY 1,LINCOLN ELEMENTARY SCHOOL,maths,3,752
6734,2017,SCHOOL,880,DENVER COUNTY 1,LOWRY ELEMENTARY SCHOOL,maths,3,736
6735,2017,SCHOOL,880,DENVER COUNTY 1,MARRAMA ELEMENTARY SCHOOL,maths,3,732
6736,2017,SCHOOL,880,DENVER COUNTY 1,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,maths,3,737
6737,2017,SCHOOL,880,DENVER COUNTY 1,MONARCH MONTESSORI,maths,3,713
6738,2017,SCHOOL,880,DENVER COUNTY 1,MAXWELL ELEMENTARY SCHOOL,maths,3,710
6739,2017,SCHOOL,880,DENVER COUNTY 1,MCGLONE ACADEMY,maths,3,713
6740,2017,SCHOOL,880,DENVER COUNTY 1,MC KINLEY-THATCHER ELEMENTARY SCHOOL,maths,3,732
6741,2017,SCHOOL,880,DENVER COUNTY 1,MC MEEN ELEMENTARY SCHOOL,maths,3,739
6742,2017,SCHOOL,880,DENVER COUNTY 1,MONTCLAIR ELEMENTARY SCHOOL,maths,3,730
6743,2017,SCHOOL,880,DENVER COUNTY 1,DORA MOORE ECE-8 SCHOOL,maths,3,730
6744,2017,SCHOOL,880,DENVER COUNTY 1,MUNROE ELEMENTARY SCHOOL,maths,3,714
6745,2017,SCHOOL,880,DENVER COUNTY 1,NEWLON ELEMENTARY SCHOOL,maths,3,724
6746,2017,SCHOOL,880,DENVER COUNTY 1,ACADEMIA ANA MARIE SANDOVAL,maths,3,736
6747,2017,SCHOOL,880,DENVER COUNTY 1,ODYSSEY SCHOOL OF DENVER,maths,3,732
6748,2017,SCHOOL,880,DENVER COUNTY 1,OMAR D BLAIR CHARTER SCHOOL,maths,3,736
6749,2017,SCHOOL,880,DENVER COUNTY 1,PALMER ELEMENTARY SCHOOL,maths,3,721
6750,2017,SCHOOL,880,DENVER COUNTY 1,PARK HILL SCHOOL,maths,3,762
6751,2017,SCHOOL,880,DENVER COUNTY 1,UNIVERSITY PREP - STEELE ST.,maths,3,748
6752,2017,SCHOOL,880,DENVER COUNTY 1,FLORIDA PITT-WALLER ECE-8 SCHOOL,maths,3,725
6753,2017,SCHOOL,880,DENVER COUNTY 1,PLACE BRIDGE ACADEMY,maths,3,713
6754,2017,SCHOOL,880,DENVER COUNTY 1,ROCKY MOUNTAIN PREP: CREEKSIDE,maths,3,751
6756,2017,SCHOOL,880,DENVER COUNTY 1,SABIN WORLD SCHOOL,maths,3,732
6757,2017,SCHOOL,880,DENVER COUNTY 1,SAMUELS ELEMENTARY SCHOOL,maths,3,726
6758,2017,SCHOOL,880,DENVER COUNTY 1,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,maths,3,733
6759,2017,SCHOOL,880,DENVER COUNTY 1,SCHMITT ELEMENTARY SCHOOL,maths,3,729
6760,2017,SCHOOL,880,DENVER COUNTY 1,SLAVENS K-8 SCHOOL,maths,3,782
6761,2017,SCHOOL,880,DENVER COUNTY 1,SMITH ELEMENTARY SCHOOL,maths,3,705
6762,2017,SCHOOL,880,DENVER COUNTY 1,SOAR AT GREEN VALLEY RANCH,maths,3,718
6763,2017,SCHOOL,880,DENVER COUNTY 1,OAKLAND ELEMENTARY,maths,3,714
6764,2017,SCHOOL,880,DENVER COUNTY 1,SOUTHMOOR ELEMENTARY SCHOOL,maths,3,760
6765,2017,SCHOOL,880,DENVER COUNTY 1,STECK ELEMENTARY SCHOOL,maths,3,772
6766,2017,SCHOOL,880,DENVER COUNTY 1,STEDMAN ELEMENTARY SCHOOL,maths,3,711
6767,2017,SCHOOL,880,DENVER COUNTY 1,STEELE ELEMENTARY SCHOOL,maths,3,765
6768,2017,SCHOOL,880,DENVER COUNTY 1,STRIVE PREP - RUBY HILL,maths,3,753
6769,2017,SCHOOL,880,DENVER COUNTY 1,SWANSEA ELEMENTARY SCHOOL,maths,3,720
6770,2017,SCHOOL,880,DENVER COUNTY 1,SWIGERT INTERNATIONAL SCHOOL,maths,3,773
6771,2017,SCHOOL,880,DENVER COUNTY 1,TELLER ELEMENTARY SCHOOL,maths,3,745
6772,2017,SCHOOL,880,DENVER COUNTY 1,TRAYLOR ACADEMY,maths,3,735
6773,2017,SCHOOL,880,DENVER COUNTY 1,TREVISTA AT HORACE MANN,maths,3,717
6774,2017,SCHOOL,880,DENVER COUNTY 1,UNIVERSITY PREP - ARAPAHOE ST.,maths,3,745
6775,2017,SCHOOL,880,DENVER COUNTY 1,UNIVERSITY PARK ELEMENTARY SCHOOL,maths,3,775
6776,2017,SCHOOL,880,DENVER COUNTY 1,VALVERDE ELEMENTARY SCHOOL,maths,3,735
6777,2017,SCHOOL,880,DENVER COUNTY 1,WESTERLY CREEK ELEMENTARY,maths,3,771
6778,2017,SCHOOL,880,DENVER COUNTY 1,CASTRO ELEMENTARY SCHOOL,maths,3,737
6779,2017,SCHOOL,880,DENVER COUNTY 1,WHITTIER K-8 SCHOOL,maths,3,726
6780,2017,SCHOOL,880,DENVER COUNTY 1,WILLIAM (BILL) ROBERTS K-8 SCHOOL,maths,3,753
6781,2017,SCHOOL,880,DENVER COUNTY 1,WYATT ACADEMY,maths,3,712
6782,2017,SCHOOL,880,DENVER COUNTY 1,ACADEMY 360,maths,4,705
6783,2017,SCHOOL,880,DENVER COUNTY 1,AMESSE ELEMENTARY SCHOOL,maths,4,712
6784,2017,SCHOOL,880,DENVER COUNTY 1,ASBURY ELEMENTARY SCHOOL,maths,4,738
6785,2017,SCHOOL,880,DENVER COUNTY 1,VALDEZ ELEMENTARY SCHOOL,maths,4,762
6786,2017,SCHOOL,880,DENVER COUNTY 1,ASHLEY ELEMENTARY SCHOOL,maths,4,707
6787,2017,SCHOOL,880,DENVER COUNTY 1,BARNUM ELEMENTARY SCHOOL,maths,4,713
6788,2017,SCHOOL,880,DENVER COUNTY 1,BEACH COURT ELEMENTARY SCHOOL,maths,4,722
6789,2017,SCHOOL,880,DENVER COUNTY 1,BRADLEY INTERNATIONAL SCHOOL,maths,4,751
6790,2017,SCHOOL,880,DENVER COUNTY 1,BROMWELL ELEMENTARY SCHOOL,maths,4,749
6791,2017,SCHOOL,880,DENVER COUNTY 1,BROWN INTERNATIONAL ACADEMY,maths,4,733
6792,2017,SCHOOL,880,DENVER COUNTY 1,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,maths,4,728
6793,2017,SCHOOL,880,DENVER COUNTY 1,CARSON ELEMENTARY SCHOOL,maths,4,757
6794,2017,SCHOOL,880,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER,maths,4,723
6795,2017,SCHOOL,880,DENVER COUNTY 1,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,maths,4,719
6796,2017,SCHOOL,880,DENVER COUNTY 1,CHELTENHAM ELEMENTARY SCHOOL,maths,4,718
6797,2017,SCHOOL,880,DENVER COUNTY 1,COLFAX ELEMENTARY SCHOOL,maths,4,730
6798,2017,SCHOOL,880,DENVER COUNTY 1,COLE ARTS AND SCIENCE ACADEMY,maths,4,701
6799,2017,SCHOOL,880,DENVER COUNTY 1,COLLEGE VIEW ELEMENTARY SCHOOL,maths,4,715
6800,2017,SCHOOL,880,DENVER COUNTY 1,COLUMBIAN ELEMENTARY SCHOOL,maths,4,721
6801,2017,SCHOOL,880,DENVER COUNTY 1,COLUMBINE ELEMENTARY SCHOOL,maths,4,730
6802,2017,SCHOOL,880,DENVER COUNTY 1,CORY ELEMENTARY SCHOOL,maths,4,764
6803,2017,SCHOOL,880,DENVER COUNTY 1,COWELL ELEMENTARY SCHOOL,maths,4,710
6804,2017,SCHOOL,880,DENVER COUNTY 1,POLARIS AT EBERT ELEMENTARY SCHOOL,maths,4,790
6805,2017,SCHOOL,880,DENVER COUNTY 1,DENVER GREEN SCHOOL,maths,4,728
6806,2017,SCHOOL,880,DENVER COUNTY 1,DENVER LANGUAGE SCHOOL,maths,4,760
6807,2017,SCHOOL,880,DENVER COUNTY 1,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMON,maths,4,733
6808,2017,SCHOOL,880,DENVER COUNTY 1,DENISON MONTESSORI SCHOOL,maths,4,721
6809,2017,SCHOOL,880,DENVER COUNTY 1,DCIS AT FORD,maths,4,736
6810,2017,SCHOOL,880,DENVER COUNTY 1,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,maths,4,738
6811,2017,SCHOOL,880,DENVER COUNTY 1,DOULL ELEMENTARY SCHOOL,maths,4,722
6812,2017,SCHOOL,880,DENVER COUNTY 1,EAGLETON ELEMENTARY SCHOOL,maths,4,716
6813,2017,SCHOOL,880,DENVER COUNTY 1,EDISON ELEMENTARY SCHOOL,maths,4,742
6814,2017,SCHOOL,880,DENVER COUNTY 1,ELLIS ELEMENTARY SCHOOL,maths,4,721
6815,2017,SCHOOL,880,DENVER COUNTY 1,FAIRVIEW ELEMENTARY SCHOOL,maths,4,721
6816,2017,SCHOOL,880,DENVER COUNTY 1,FORCE ELEMENTARY SCHOOL,maths,4,730
6817,2017,SCHOOL,880,DENVER COUNTY 1,GARDEN PLACE ELEMENTARY SCHOOL,maths,4,735
6818,2017,SCHOOL,880,DENVER COUNTY 1,LENA ARCHULETA ELEMENTARY SCHOOL,maths,4,737
6819,2017,SCHOOL,880,DENVER COUNTY 1,GILPIN MONTESSORI PUBLIC SCHOOL,maths,4,706
6820,2017,SCHOOL,880,DENVER COUNTY 1,GODSMAN ELEMENTARY SCHOOL,maths,4,728
6821,2017,SCHOOL,880,DENVER COUNTY 1,GOLDRICK ELEMENTARY SCHOOL,maths,4,709
6822,2017,SCHOOL,880,DENVER COUNTY 1,GRANT RANCH ECE-8 SCHOOL,maths,4,732
6823,2017,SCHOOL,880,DENVER COUNTY 1,GREEN VALLEY ELEMENTARY SCHOOL,maths,4,729
6824,2017,SCHOOL,880,DENVER COUNTY 1,MARIE L. GREENWOOD ACADEMY,maths,4,723
6825,2017,SCHOOL,880,DENVER COUNTY 1,GREENLEE ELEMENTARY SCHOOL,maths,4,726
6826,2017,SCHOOL,880,DENVER COUNTY 1,CREATIVITY CHALLENGE COMMUNITY,maths,4,762
6827,2017,SCHOOL,880,DENVER COUNTY 1,GUST ELEMENTARY SCHOOL,maths,4,726
6828,2017,SCHOOL,880,DENVER COUNTY 1,INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON,maths,4,720
6829,2017,SCHOOL,880,DENVER COUNTY 1,HIGHLINE ACADEMY SOUTHEAST,maths,4,740
6830,2017,SCHOOL,880,DENVER COUNTY 1,HIGH TECH ELEMENTARY SCHOOL,maths,4,750
6831,2017,SCHOOL,880,DENVER COUNTY 1,HOLM ELEMENTARY SCHOOL,maths,4,744
6832,2017,SCHOOL,880,DENVER COUNTY 1,FARRELL B. HOWELL ECE-8 SCHOOL,maths,4,720
6833,2017,SCHOOL,880,DENVER COUNTY 1,ISABELLA BIRD COMMUNITY SCHOOL,maths,4,740
6834,2017,SCHOOL,880,DENVER COUNTY 1,JOE SHOEMAKER SCHOOL,maths,4,703
6835,2017,SCHOOL,880,DENVER COUNTY 1,JOHNSON ELEMENTARY SCHOOL,maths,4,718
6836,2017,SCHOOL,880,DENVER COUNTY 1,KAISER ELEMENTARY SCHOOL,maths,4,730
6837,2017,SCHOOL,880,DENVER COUNTY 1,KNAPP ELEMENTARY SCHOOL,maths,4,720
6838,2017,SCHOOL,880,DENVER COUNTY 1,HALLETT FUNDAMENTAL ACADEMY,maths,4,713
6839,2017,SCHOOL,880,DENVER COUNTY 1,KUNSMILLER CREATIVE ARTS ACADEMY,maths,4,710
6840,2017,SCHOOL,880,DENVER COUNTY 1,LINCOLN ELEMENTARY SCHOOL,maths,4,746
6841,2017,SCHOOL,880,DENVER COUNTY 1,LOWRY ELEMENTARY SCHOOL,maths,4,742
6842,2017,SCHOOL,880,DENVER COUNTY 1,MARRAMA ELEMENTARY SCHOOL,maths,4,720
6843,2017,SCHOOL,880,DENVER COUNTY 1,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,maths,4,706
6844,2017,SCHOOL,880,DENVER COUNTY 1,MONARCH MONTESSORI,maths,4,721
6845,2017,SCHOOL,880,DENVER COUNTY 1,MAXWELL ELEMENTARY SCHOOL,maths,4,714
6846,2017,SCHOOL,880,DENVER COUNTY 1,MCGLONE ACADEMY,maths,4,722
6847,2017,SCHOOL,880,DENVER COUNTY 1,MC KINLEY-THATCHER ELEMENTARY SCHOOL,maths,4,742
6848,2017,SCHOOL,880,DENVER COUNTY 1,MC MEEN ELEMENTARY SCHOOL,maths,4,730
6849,2017,SCHOOL,880,DENVER COUNTY 1,MONTCLAIR ELEMENTARY SCHOOL,maths,4,727
6850,2017,SCHOOL,880,DENVER COUNTY 1,DORA MOORE ECE-8 SCHOOL,maths,4,728
6851,2017,SCHOOL,880,DENVER COUNTY 1,MUNROE ELEMENTARY SCHOOL,maths,4,726
6852,2017,SCHOOL,880,DENVER COUNTY 1,NEWLON ELEMENTARY SCHOOL,maths,4,722
6853,2017,SCHOOL,880,DENVER COUNTY 1,ACADEMIA ANA MARIE SANDOVAL,maths,4,726
6854,2017,SCHOOL,880,DENVER COUNTY 1,ODYSSEY SCHOOL OF DENVER,maths,4,737
6855,2017,SCHOOL,880,DENVER COUNTY 1,OMAR D BLAIR CHARTER SCHOOL,maths,4,739
6856,2017,SCHOOL,880,DENVER COUNTY 1,PALMER ELEMENTARY SCHOOL,maths,4,737
6857,2017,SCHOOL,880,DENVER COUNTY 1,PARK HILL SCHOOL,maths,4,747
6858,2017,SCHOOL,880,DENVER COUNTY 1,UNIVERSITY PREP - STEELE ST.,maths,4,745
6859,2017,SCHOOL,880,DENVER COUNTY 1,FLORIDA PITT-WALLER ECE-8 SCHOOL,maths,4,714
6860,2017,SCHOOL,880,DENVER COUNTY 1,PLACE BRIDGE ACADEMY,maths,4,724
6861,2017,SCHOOL,880,DENVER COUNTY 1,ROCKY MOUNTAIN PREP: CREEKSIDE,maths,4,749
6862,2017,SCHOOL,880,DENVER COUNTY 1,SABIN WORLD SCHOOL,maths,4,730
6863,2017,SCHOOL,880,DENVER COUNTY 1,SAMUELS ELEMENTARY SCHOOL,maths,4,731
6864,2017,SCHOOL,880,DENVER COUNTY 1,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,maths,4,715
6865,2017,SCHOOL,880,DENVER COUNTY 1,SCHMITT ELEMENTARY SCHOOL,maths,4,718
6866,2017,SCHOOL,880,DENVER COUNTY 1,SLAVENS K-8 SCHOOL,maths,4,762
6867,2017,SCHOOL,880,DENVER COUNTY 1,SMITH ELEMENTARY SCHOOL,maths,4,696
6868,2017,SCHOOL,880,DENVER COUNTY 1,SOAR AT GREEN VALLEY RANCH,maths,4,719
6869,2017,SCHOOL,880,DENVER COUNTY 1,OAKLAND ELEMENTARY,maths,4,727
6870,2017,SCHOOL,880,DENVER COUNTY 1,SOUTHMOOR ELEMENTARY SCHOOL,maths,4,755
6871,2017,SCHOOL,880,DENVER COUNTY 1,STECK ELEMENTARY SCHOOL,maths,4,767
6872,2017,SCHOOL,880,DENVER COUNTY 1,STEDMAN ELEMENTARY SCHOOL,maths,4,708
6873,2017,SCHOOL,880,DENVER COUNTY 1,STEELE ELEMENTARY SCHOOL,maths,4,761
6874,2017,SCHOOL,880,DENVER COUNTY 1,SWANSEA ELEMENTARY SCHOOL,maths,4,712
6875,2017,SCHOOL,880,DENVER COUNTY 1,SWIGERT INTERNATIONAL SCHOOL,maths,4,766
6876,2017,SCHOOL,880,DENVER COUNTY 1,TELLER ELEMENTARY SCHOOL,maths,4,743
6877,2017,SCHOOL,880,DENVER COUNTY 1,TRAYLOR ACADEMY,maths,4,729
6878,2017,SCHOOL,880,DENVER COUNTY 1,TREVISTA AT HORACE MANN,maths,4,711
6879,2017,SCHOOL,880,DENVER COUNTY 1,UNIVERSITY PREP - ARAPAHOE ST.,maths,4,741
6880,2017,SCHOOL,880,DENVER COUNTY 1,UNIVERSITY PARK ELEMENTARY SCHOOL,maths,4,760
6881,2017,SCHOOL,880,DENVER COUNTY 1,VALVERDE ELEMENTARY SCHOOL,maths,4,701
6882,2017,SCHOOL,880,DENVER COUNTY 1,WESTERLY CREEK ELEMENTARY,maths,4,759
6883,2017,SCHOOL,880,DENVER COUNTY 1,CASTRO ELEMENTARY SCHOOL,maths,4,709
6884,2017,SCHOOL,880,DENVER COUNTY 1,WHITTIER K-8 SCHOOL,maths,4,727
6885,2017,SCHOOL,880,DENVER COUNTY 1,WILLIAM (BILL) ROBERTS K-8 SCHOOL,maths,4,759
6886,2017,SCHOOL,880,DENVER COUNTY 1,WYATT ACADEMY,maths,4,723
6887,2017,SCHOOL,880,DENVER COUNTY 1,ACADEMY 360,maths,5,693
6888,2017,SCHOOL,880,DENVER COUNTY 1,AMESSE ELEMENTARY SCHOOL,maths,5,719
6889,2017,SCHOOL,880,DENVER COUNTY 1,ASBURY ELEMENTARY SCHOOL,maths,5,750
6890,2017,SCHOOL,880,DENVER COUNTY 1,VALDEZ ELEMENTARY SCHOOL,maths,5,751
6891,2017,SCHOOL,880,DENVER COUNTY 1,ASHLEY ELEMENTARY SCHOOL,maths,5,705
6892,2017,SCHOOL,880,DENVER COUNTY 1,BARNUM ELEMENTARY SCHOOL,maths,5,716
6893,2017,SCHOOL,880,DENVER COUNTY 1,BEACH COURT ELEMENTARY SCHOOL,maths,5,718
6894,2017,SCHOOL,880,DENVER COUNTY 1,BRADLEY INTERNATIONAL SCHOOL,maths,5,740
6895,2017,SCHOOL,880,DENVER COUNTY 1,BROMWELL ELEMENTARY SCHOOL,maths,5,775
6896,2017,SCHOOL,880,DENVER COUNTY 1,BROWN INTERNATIONAL ACADEMY,maths,5,743
6897,2017,SCHOOL,880,DENVER COUNTY 1,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,maths,5,725
6898,2017,SCHOOL,880,DENVER COUNTY 1,CARSON ELEMENTARY SCHOOL,maths,5,764
6899,2017,SCHOOL,880,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER,maths,5,711
6900,2017,SCHOOL,880,DENVER COUNTY 1,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,maths,5,708
6901,2017,SCHOOL,880,DENVER COUNTY 1,CHELTENHAM ELEMENTARY SCHOOL,maths,5,720
6902,2017,SCHOOL,880,DENVER COUNTY 1,COLFAX ELEMENTARY SCHOOL,maths,5,728
6903,2017,SCHOOL,880,DENVER COUNTY 1,COLE ARTS AND SCIENCE ACADEMY,maths,5,704
6904,2017,SCHOOL,880,DENVER COUNTY 1,COLLEGE VIEW ELEMENTARY SCHOOL,maths,5,729
6905,2017,SCHOOL,880,DENVER COUNTY 1,COLUMBIAN ELEMENTARY SCHOOL,maths,5,723
6906,2017,SCHOOL,880,DENVER COUNTY 1,COLUMBINE ELEMENTARY SCHOOL,maths,5,739
6907,2017,SCHOOL,880,DENVER COUNTY 1,CORY ELEMENTARY SCHOOL,maths,5,769
6908,2017,SCHOOL,880,DENVER COUNTY 1,COWELL ELEMENTARY SCHOOL,maths,5,730
6909,2017,SCHOOL,880,DENVER COUNTY 1,POLARIS AT EBERT ELEMENTARY SCHOOL,maths,5,791
6910,2017,SCHOOL,880,DENVER COUNTY 1,DENVER GREEN SCHOOL,maths,5,735
6911,2017,SCHOOL,880,DENVER COUNTY 1,DENVER LANGUAGE SCHOOL,maths,5,746
6912,2017,SCHOOL,880,DENVER COUNTY 1,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMON,maths,5,722
6913,2017,SCHOOL,880,DENVER COUNTY 1,DENISON MONTESSORI SCHOOL,maths,5,728
6914,2017,SCHOOL,880,DENVER COUNTY 1,DCIS AT FORD,maths,5,732
6915,2017,SCHOOL,880,DENVER COUNTY 1,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,maths,5,732
6916,2017,SCHOOL,880,DENVER COUNTY 1,DOULL ELEMENTARY SCHOOL,maths,5,729
6917,2017,SCHOOL,880,DENVER COUNTY 1,EAGLETON ELEMENTARY SCHOOL,maths,5,715
6918,2017,SCHOOL,880,DENVER COUNTY 1,EDISON ELEMENTARY SCHOOL,maths,5,746
6919,2017,SCHOOL,880,DENVER COUNTY 1,ELLIS ELEMENTARY SCHOOL,maths,5,733
6920,2017,SCHOOL,880,DENVER COUNTY 1,FAIRVIEW ELEMENTARY SCHOOL,maths,5,719
6921,2017,SCHOOL,880,DENVER COUNTY 1,FORCE ELEMENTARY SCHOOL,maths,5,727
6922,2017,SCHOOL,880,DENVER COUNTY 1,GARDEN PLACE ELEMENTARY SCHOOL,maths,5,718
6923,2017,SCHOOL,880,DENVER COUNTY 1,LENA ARCHULETA ELEMENTARY SCHOOL,maths,5,733
6924,2017,SCHOOL,880,DENVER COUNTY 1,GILPIN MONTESSORI PUBLIC SCHOOL,maths,5,704
6925,2017,SCHOOL,880,DENVER COUNTY 1,GODSMAN ELEMENTARY SCHOOL,maths,5,721
6926,2017,SCHOOL,880,DENVER COUNTY 1,GOLDRICK ELEMENTARY SCHOOL,maths,5,727
6927,2017,SCHOOL,880,DENVER COUNTY 1,GRANT RANCH ECE-8 SCHOOL,maths,5,718
6928,2017,SCHOOL,880,DENVER COUNTY 1,GREEN VALLEY ELEMENTARY SCHOOL,maths,5,728
6929,2017,SCHOOL,880,DENVER COUNTY 1,MARIE L. GREENWOOD ACADEMY,maths,5,722
6930,2017,SCHOOL,880,DENVER COUNTY 1,GREENLEE ELEMENTARY SCHOOL,maths,5,715
6931,2017,SCHOOL,880,DENVER COUNTY 1,CREATIVITY CHALLENGE COMMUNITY,maths,5,764
6932,2017,SCHOOL,880,DENVER COUNTY 1,GUST ELEMENTARY SCHOOL,maths,5,738
6933,2017,SCHOOL,880,DENVER COUNTY 1,INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON,maths,5,724
6934,2017,SCHOOL,880,DENVER COUNTY 1,HIGHLINE ACADEMY SOUTHEAST,maths,5,740
6935,2017,SCHOOL,880,DENVER COUNTY 1,HIGH TECH ELEMENTARY SCHOOL,maths,5,749
6936,2017,SCHOOL,880,DENVER COUNTY 1,HOLM ELEMENTARY SCHOOL,maths,5,734
6937,2017,SCHOOL,880,DENVER COUNTY 1,FARRELL B. HOWELL ECE-8 SCHOOL,maths,5,721
6938,2017,SCHOOL,880,DENVER COUNTY 1,ISABELLA BIRD COMMUNITY SCHOOL,maths,5,741
6939,2017,SCHOOL,880,DENVER COUNTY 1,JOE SHOEMAKER SCHOOL,maths,5,707
6940,2017,SCHOOL,880,DENVER COUNTY 1,JOHNSON ELEMENTARY SCHOOL,maths,5,712
6941,2017,SCHOOL,880,DENVER COUNTY 1,KAISER ELEMENTARY SCHOOL,maths,5,731
6942,2017,SCHOOL,880,DENVER COUNTY 1,KIPP MONTBELLO COLLEGE PREP,maths,5,709
6943,2017,SCHOOL,880,DENVER COUNTY 1,KIPP SUNSHINE PEAK ACADEMY,maths,5,723
6944,2017,SCHOOL,880,DENVER COUNTY 1,KNAPP ELEMENTARY SCHOOL,maths,5,727
6945,2017,SCHOOL,880,DENVER COUNTY 1,HALLETT FUNDAMENTAL ACADEMY,maths,5,710
6946,2017,SCHOOL,880,DENVER COUNTY 1,KUNSMILLER CREATIVE ARTS ACADEMY,maths,5,723
6947,2017,SCHOOL,880,DENVER COUNTY 1,LINCOLN ELEMENTARY SCHOOL,maths,5,753
6948,2017,SCHOOL,880,DENVER COUNTY 1,LOWRY ELEMENTARY SCHOOL,maths,5,749
6949,2017,SCHOOL,880,DENVER COUNTY 1,MARRAMA ELEMENTARY SCHOOL,maths,5,714
6950,2017,SCHOOL,880,DENVER COUNTY 1,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,maths,5,699
6951,2017,SCHOOL,880,DENVER COUNTY 1,MONARCH MONTESSORI,maths,5,707
6952,2017,SCHOOL,880,DENVER COUNTY 1,MAXWELL ELEMENTARY SCHOOL,maths,5,734
6953,2017,SCHOOL,880,DENVER COUNTY 1,MCGLONE ACADEMY,maths,5,720
6954,2017,SCHOOL,880,DENVER COUNTY 1,MC KINLEY-THATCHER ELEMENTARY SCHOOL,maths,5,730
6955,2017,SCHOOL,880,DENVER COUNTY 1,MC MEEN ELEMENTARY SCHOOL,maths,5,727
6956,2017,SCHOOL,880,DENVER COUNTY 1,MONTCLAIR ELEMENTARY SCHOOL,maths,5,725
6957,2017,SCHOOL,880,DENVER COUNTY 1,DORA MOORE ECE-8 SCHOOL,maths,5,726
6958,2017,SCHOOL,880,DENVER COUNTY 1,MUNROE ELEMENTARY SCHOOL,maths,5,720
6959,2017,SCHOOL,880,DENVER COUNTY 1,NEWLON ELEMENTARY SCHOOL,maths,5,739
6960,2017,SCHOOL,880,DENVER COUNTY 1,ACADEMIA ANA MARIE SANDOVAL,maths,5,739
6961,2017,SCHOOL,880,DENVER COUNTY 1,ODYSSEY SCHOOL OF DENVER,maths,5,744
6962,2017,SCHOOL,880,DENVER COUNTY 1,OMAR D BLAIR CHARTER SCHOOL,maths,5,718
6964,2017,SCHOOL,880,DENVER COUNTY 1,PARK HILL SCHOOL,maths,5,754
6965,2017,SCHOOL,880,DENVER COUNTY 1,UNIVERSITY PREP - STEELE ST.,maths,5,735
6966,2017,SCHOOL,880,DENVER COUNTY 1,FLORIDA PITT-WALLER ECE-8 SCHOOL,maths,5,711
6967,2017,SCHOOL,880,DENVER COUNTY 1,PLACE BRIDGE ACADEMY,maths,5,722
6968,2017,SCHOOL,880,DENVER COUNTY 1,ROCKY MOUNTAIN PREP: CREEKSIDE,maths,5,752
6969,2017,SCHOOL,880,DENVER COUNTY 1,SABIN WORLD SCHOOL,maths,5,719
6970,2017,SCHOOL,880,DENVER COUNTY 1,SAMUELS ELEMENTARY SCHOOL,maths,5,728
6971,2017,SCHOOL,880,DENVER COUNTY 1,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,maths,5,710
6972,2017,SCHOOL,880,DENVER COUNTY 1,SCHMITT ELEMENTARY SCHOOL,maths,5,726
