District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
Bridgeport School District,0150011,Edison School,0150711,5,Math,27,27,100,27,22,81.5,*,*,0,0,*,*,*,*,2390
Bridgeport School District,0150011,Edison School,0150711,6,ELA,21,21,100,21,*,*,9,42.9,*,*,0,0,*,*,2464
Bridgeport School District,0150011,Edison School,0150711,6,Math,21,21,100,21,*,*,*,*,0,0,0,0,0,0,2405
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,3,ELA,42,42,100,42,32,76.2,10,23.8,0,0,0,0,0,0,2322
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,3,Math,42,42,100,42,36,85.7,6,14.3,0,0,0,0,0,0,2310
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,4,ELA,41,41,100,41,27,65.9,*,*,6,14.6,*,*,*,*,2389
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,4,Math,41,39,95.1,39,24,61.5,9,23.1,*,*,*,*,6,15.4,2385
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,5,ELA,46,46,100,46,27,58.7,8,17.4,*,*,*,*,11,23.9,2429
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,5,Math,46,46,100,46,32,69.6,9,19.6,*,*,*,*,*,*,2422
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,6,ELA,36,36,100,36,21,58.3,*,*,*,*,0,0,*,*,2424
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,6,Math,36,36,100,36,31,86.1,*,*,*,*,0,0,*,*,2382
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,7,ELA,49,49,100,49,33,67.3,*,*,9,18.4,*,*,*,*,2459
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,7,Math,49,47,95.9,47,39,83,*,*,*,*,0,0,*,*,2429
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,8,ELA,35,35,100,35,20,57.1,9,25.7,6,17.1,0,0,6,17.1,2474
Bridgeport School District,0150011,Geraldine Claytor Magnet Academy,0153111,8,Math,35,35,100,35,*,*,*,*,0,0,0,0,0,0,2403
Bridgeport School District,0150011,Geraldine Johnson School,0153211,3,ELA,83,83,100,83,55,66.3,22,26.5,*,*,*,*,6,7.2,2349
Bridgeport School District,0150011,Geraldine Johnson School,0153211,3,Math,83,83,100,83,53,63.9,23,27.7,*,*,*,*,7,8.4,2356
Bridgeport School District,0150011,Geraldine Johnson School,0153211,4,ELA,85,85,100,85,53,62.4,21,24.7,*,*,*,*,11,12.9,2385
Bridgeport School District,0150011,Geraldine Johnson School,0153211,4,Math,85,85,100,85,46,54.1,31,36.5,*,*,*,*,8,9.4,2403
Bridgeport School District,0150011,Geraldine Johnson School,0153211,5,ELA,71,71,100,71,32,45.1,18,25.4,*,*,*,*,21,29.6,2454
Bridgeport School District,0150011,Geraldine Johnson School,0153211,5,Math,71,71,100,71,48,67.6,*,*,*,*,0,0,*,*,2430
Bridgeport School District,0150011,Geraldine Johnson School,0153211,6,ELA,72,72,100,72,42,58.3,18,25,*,*,*,*,12,16.7,2447
Bridgeport School District,0150011,Geraldine Johnson School,0153211,6,Math,72,72,100,72,42,58.3,24,33.3,*,*,*,*,6,8.3,2442
Bridgeport School District,0150011,Geraldine Johnson School,0153211,7,ELA,84,84,100,84,51,60.7,25,29.8,8,9.5,0,0,8,9.5,2445
Bridgeport School District,0150011,Geraldine Johnson School,0153211,7,Math,83,83,100,83,54,65.1,20,24.1,*,*,*,*,9,10.8,2448
Bridgeport School District,0150011,Geraldine Johnson School,0153211,8,ELA,87,86,98.9,86,44,51.2,27,31.4,*,*,*,*,15,17.4,2492
Bridgeport School District,0150011,Geraldine Johnson School,0153211,8,Math,87,86,98.9,86,57,66.3,18,20.9,11,12.8,0,0,11,12.8,2469
Bridgeport School District,0150011,Hall School,0151111,3,ELA,25,24,96,24,14,58.3,*,*,*,*,0,0,*,*,2344
Bridgeport School District,0150011,Hall School,0151111,3,Math,25,24,96,24,15,62.5,9,37.5,0,0,0,0,0,0,2346
Bridgeport School District,0150011,Hall School,0151111,4,ELA,27,27,100,27,23,85.2,*,*,*,*,0,0,*,*,2351
Bridgeport School District,0150011,Hall School,0151111,4,Math,27,27,100,27,*,*,*,*,0,0,0,0,0,0,2361
Bridgeport School District,0150011,Hall School,0151111,5,ELA,26,26,100,26,14,53.8,6,23.1,*,*,*,*,6,23.1,2437
Bridgeport School District,0150011,Hall School,0151111,5,Math,26,26,100,26,19,73.1,7,26.9,0,0,0,0,0,0,2403
Bridgeport School District,0150011,Hall School,0151111,6,ELA,20,20,100,20,7,35,6,30,7,35,0,0,7,35,2478
Bridgeport School District,0150011,Hall School,0151111,6,Math,20,20,100,20,14,70,*,*,*,*,0,0,*,*,2414
Bridgeport School District,0150011,Hallen School,0151211,3,ELA,28,27,96.4,27,14,51.9,*,*,*,*,0,0,*,*,2373
Bridgeport School District,0150011,Hallen School,0151211,3,Math,28,27,96.4,27,13,48.1,10,37,*,*,*,*,*,*,2386
Bridgeport School District,0150011,Hallen School,0151211,4,ELA,32,30,93.8,30,12,40,11,36.7,*,*,*,*,7,23.3,2451
Bridgeport School District,0150011,Hallen School,0151211,4,Math,31,29,93.5,29,12,41.4,10,34.5,*,*,*,*,7,24.1,2436
Bridgeport School District,0150011,Hallen School,0151211,5,ELA,36,36,100,36,11,30.6,11,30.6,8,22.2,6,16.7,14,38.9,2475
Bridgeport School District,0150011,Hallen School,0151211,5,Math,36,36,100,36,13,36.1,14,38.9,*,*,*,*,9,25,2484
Bridgeport School District,0150011,Hallen School,0151211,6,ELA,30,30,100,30,15,50,*,*,7,23.3,*,*,*,*,2473
Bridgeport School District,0150011,Hallen School,0151211,6,Math,30,30,100,30,20,66.7,*,*,0,0,*,*,*,*,2414
Bridgeport School District,0150011,High Horizons Magnet School,0154511,3,ELA,44,43,97.7,43,18,41.9,12,27.9,*,*,*,*,13,30.2,2389
Bridgeport School District,0150011,High Horizons Magnet School,0154511,3,Math,44,43,97.7,43,22,51.2,15,34.9,*,*,*,*,6,14,2382
Bridgeport School District,0150011,High Horizons Magnet School,0154511,4,ELA,46,46,100,46,27,58.7,*,*,9,19.6,*,*,*,*,2415
Bridgeport School District,0150011,High Horizons Magnet School,0154511,4,Math,46,46,100,46,30,65.2,13,28.3,*,*,*,*,*,*,2398
Bridgeport School District,0150011,High Horizons Magnet School,0154511,5,ELA,45,45,100,45,19,42.2,*,*,13,28.9,*,*,*,*,2472
Bridgeport School District,0150011,High Horizons Magnet School,0154511,5,Math,45,45,100,45,26,57.8,17,37.8,*,*,*,*,*,*,2433
Bridgeport School District,0150011,High Horizons Magnet School,0154511,6,ELA,43,43,100,43,19,44.2,17,39.5,*,*,*,*,7,16.3,2466
Bridgeport School District,0150011,High Horizons Magnet School,0154511,6,Math,43,43,100,43,27,62.8,10,23.3,*,*,*,*,6,14,2453
Bridgeport School District,0150011,High Horizons Magnet School,0154511,7,ELA,40,40,100,40,*,*,12,30,14,35,*,*,*,*,2530
Bridgeport School District,0150011,High Horizons Magnet School,0154511,7,Math,40,40,100,40,15,37.5,9,22.5,10,25,6,15,16,40,2524
Bridgeport School District,0150011,High Horizons Magnet School,0154511,8,ELA,48,48,100,48,*,*,25,52.1,13,27.1,*,*,*,*,2536
Bridgeport School District,0150011,High Horizons Magnet School,0154511,8,Math,48,48,100,48,21,43.8,17,35.4,*,*,*,*,10,20.8,2515
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,3,ELA,41,41,100,41,10,24.4,7,17.1,17,41.5,7,17.1,24,58.5,2433
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,3,Math,41,41,100,41,12,29.3,15,36.6,*,*,*,*,14,34.1,2419
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,4,ELA,43,43,100,43,17,39.5,6,14,8,18.6,12,27.9,20,46.5,2461
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,4,Math,43,43,100,43,12,27.9,13,30.2,8,18.6,10,23.3,18,41.9,2472
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,5,ELA,42,42,100,42,*,*,12,28.6,13,31,*,*,*,*,2493
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,5,Math,42,42,100,42,22,52.4,*,*,*,*,0,0,*,*,2449
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,6,ELA,44,44,100,44,13,29.5,*,*,15,34.1,*,*,*,*,2512
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,6,Math,44,44,100,44,21,47.7,16,36.4,*,*,*,*,7,15.9,2479
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,7,ELA,44,44,100,44,21,47.7,7,15.9,10,22.7,6,13.6,16,36.4,2512
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,7,Math,44,44,100,44,21,47.7,17,38.6,*,*,*,*,6,13.6,2493
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,8,ELA,44,43,97.7,43,16,37.2,*,*,15,34.9,*,*,*,*,2527
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,8,Math,44,43,97.7,43,21,48.8,15,34.9,*,*,*,*,7,16.3,2504
Bridgeport School District,0150011,James J. Curiale School,0154211,3,ELA,55,53,96.4,53,31,58.5,14,26.4,8,15.1,0,0,8,15.1,2340
Bridgeport School District,0150011,James J. Curiale School,0154211,3,Math,55,53,96.4,53,34,64.2,*,*,*,*,0,0,*,*,2340
Bridgeport School District,0150011,James J. Curiale School,0154211,4,ELA,58,57,98.3,57,39,68.4,8,14,*,*,*,*,10,17.5,2388
Bridgeport School District,0150011,James J. Curiale School,0154211,4,Math,58,57,98.3,57,46,80.7,*,*,*,*,0,0,*,*,2362
Bridgeport School District,0150011,James J. Curiale School,0154211,5,ELA,57,57,100,57,39,68.4,9,15.8,9,15.8,0,0,9,15.8,2413
Bridgeport School District,0150011,James J. Curiale School,0154211,5,Math,57,57,100,57,51,89.5,6,10.5,0,0,0,0,0,0,2380
Bridgeport School District,0150011,James J. Curiale School,0154211,6,ELA,48,48,100,48,24,50,15,31.3,*,*,*,*,9,18.8,2454
Bridgeport School District,0150011,James J. Curiale School,0154211,6,Math,48,48,100,48,36,75,*,*,*,*,0,0,*,*,2406
Bridgeport School District,0150011,James J. Curiale School,0154211,7,ELA,71,71,100,71,41,57.7,17,23.9,*,*,*,*,13,18.3,2460
Bridgeport School District,0150011,James J. Curiale School,0154211,7,Math,71,71,100,71,51,71.8,15,21.1,*,*,*,*,*,*,2427
Bridgeport School District,0150011,James J. Curiale School,0154211,8,ELA,85,83,97.6,83,50,60.2,23,27.7,10,12,0,0,10,12,2460
Bridgeport School District,0150011,James J. Curiale School,0154211,8,Math,85,83,97.6,83,66,79.5,*,*,*,*,0,0,*,*,2428
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,3,ELA,43,41,95.3,41,23,56.1,*,*,8,19.5,*,*,*,*,2363
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,3,Math,43,41,95.3,41,21,51.2,14,34.1,6,14.6,0,0,6,14.6,2371
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,4,ELA,48,45,93.8,45,36,80,*,*,*,*,*,*,*,*,2374
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,4,Math,48,45,93.8,45,29,64.4,*,*,*,*,0,0,*,*,2394
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,5,ELA,39,37,94.9,37,19,51.4,10,27,*,*,*,*,8,21.6,2440
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,5,Math,39,37,94.9,37,21,56.8,*,*,*,*,0,0,*,*,2429
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,6,ELA,55,50,90.9,50,28,56,*,*,10,20,*,*,*,*,2455
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,6,Math,55,50,90.9,50,32,64,11,22,*,*,*,*,7,14,2408
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,7,ELA,79,76,96.2,76,43,56.6,18,23.7,*,*,*,*,15,19.7,2472
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,7,Math,79,76,96.2,76,53,69.7,*,*,*,*,0,0,*,*,2448
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,8,ELA,67,65,97,65,26,40,21,32.3,*,*,*,*,18,27.7,2505
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,8,Math,67,65,97,65,28,43.1,20,30.8,*,*,*,*,17,26.2,2516
Bridgeport School District,0150011,John Winthrop School,0153611,3,ELA,54,54,100,54,15,27.8,16,29.6,11,20.4,12,22.2,23,42.6,2410
Bridgeport School District,0150011,John Winthrop School,0153611,3,Math,54,54,100,54,17,31.5,*,*,19,35.2,*,*,*,*,2401
Bridgeport School District,0150011,John Winthrop School,0153611,4,ELA,81,81,100,81,36,44.4,19,23.5,16,19.8,10,12.3,26,32.1,2431
Bridgeport School District,0150011,John Winthrop School,0153611,4,Math,81,81,100,81,28,34.6,34,42,*,*,*,*,19,23.5,2440
Bridgeport School District,0150011,John Winthrop School,0153611,5,ELA,69,69,100,69,27,39.1,15,21.7,14,20.3,13,18.8,27,39.1,2476
Bridgeport School District,0150011,John Winthrop School,0153611,5,Math,69,69,100,69,35,50.7,22,31.9,*,*,*,*,12,17.4,2445
Bridgeport School District,0150011,John Winthrop School,0153611,6,ELA,74,74,100,74,24,32.4,19,25.7,23,31.1,8,10.8,31,41.9,2506
Bridgeport School District,0150011,John Winthrop School,0153611,6,Math,74,74,100,74,32,43.2,24,32.4,12,16.2,6,8.1,18,24.3,2482
Bridgeport School District,0150011,John Winthrop School,0153611,7,ELA,85,85,100,85,21,24.7,22,25.9,30,35.3,12,14.1,42,49.4,2539
Bridgeport School District,0150011,John Winthrop School,0153611,7,Math,85,85,100,85,26,30.6,31,36.5,14,16.5,14,16.5,28,32.9,2527
Bridgeport School District,0150011,John Winthrop School,0153611,8,ELA,86,84,97.7,84,30,35.7,17,20.2,27,32.1,10,11.9,37,44,2534
Bridgeport School District,0150011,John Winthrop School,0153611,8,Math,86,84,97.7,84,46,54.8,27,32.1,*,*,*,*,11,13.1,2482
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,3,ELA,86,86,100,86,73,84.9,*,*,*,*,0,0,*,*,2317
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,3,Math,86,86,100,86,65,75.6,*,*,*,*,0,0,*,*,2332
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,4,ELA,87,87,100,87,75,86.2,*,*,*,*,0,0,*,*,2338
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,4,Math,87,87,100,87,69,79.3,18,20.7,0,0,0,0,0,0,2355
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,5,ELA,80,80,100,80,62,77.5,12,15,6,7.5,0,0,6,7.5,2367
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,5,Math,80,80,100,80,*,*,*,*,0,0,0,0,0,0,2378
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,6,ELA,93,93,100,93,73,78.5,16,17.2,*,*,*,*,*,*,2400
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,6,Math,93,92,98.9,92,79,85.9,*,*,*,*,0,0,*,*,2390
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,7,ELA,107,107,100,107,85,79.4,10,9.3,12,11.2,0,0,12,11.2,2417
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,7,Math,107,106,99.1,106,91,85.8,*,*,*,*,0,0,*,*,2401
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,8,ELA,123,122,99.2,122,97,79.5,*,*,*,*,0,0,*,*,2413
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,8,Math,123,121,98.4,121,114,94.2,*,*,0,0,*,*,*,*,2380
Bridgeport School District,0150011,Madison School,0152011,3,ELA,52,52,100,52,11,21.2,13,25,20,38.5,8,15.4,28,53.8,2427
Bridgeport School District,0150011,Madison School,0152011,3,Math,52,52,100,52,9,17.3,18,34.6,17,32.7,8,15.4,25,48.1,2429
Bridgeport School District,0150011,Madison School,0152011,4,ELA,61,61,100,61,38,62.3,13,21.3,*,*,*,*,10,16.4,2395
Bridgeport School District,0150011,Madison School,0152011,4,Math,61,61,100,61,43,70.5,11,18,7,11.5,0,0,7,11.5,2388
Bridgeport School District,0150011,Madison School,0152011,5,ELA,65,65,100,65,33,50.8,15,23.1,*,*,*,*,17,26.2,2446
Bridgeport School District,0150011,Madison School,0152011,5,Math,65,65,100,65,51,78.5,8,12.3,*,*,*,*,6,9.2,2417
Bridgeport School District,0150011,Madison School,0152011,6,ELA,53,53,100,53,27,50.9,20,37.7,6,11.3,0,0,6,11.3,2445
Bridgeport School District,0150011,Madison School,0152011,6,Math,53,53,100,53,43,81.1,10,18.9,0,0,0,0,0,0,2409
Bridgeport School District,0150011,Multicultural Magnet School,0154611,3,ELA,41,41,100,41,15,36.6,15,36.6,*,*,*,*,11,26.8,2395
Bridgeport School District,0150011,Multicultural Magnet School,0154611,3,Math,41,41,100,41,19,46.3,15,36.6,7,17.1,0,0,7,17.1,2389
Bridgeport School District,0150011,Multicultural Magnet School,0154611,4,ELA,44,44,100,44,19,43.2,*,*,12,27.3,*,*,*,*,2440
Bridgeport School District,0150011,Multicultural Magnet School,0154611,4,Math,44,44,100,44,21,47.7,*,*,*,*,0,0,*,*,2409
Bridgeport School District,0150011,Multicultural Magnet School,0154611,5,ELA,42,42,100,42,9,21.4,11,26.2,13,31,9,21.4,22,52.4,2502
Bridgeport School District,0150011,Multicultural Magnet School,0154611,5,Math,42,42,100,42,15,35.7,15,35.7,*,*,*,*,12,28.6,2488
Bridgeport School District,0150011,Multicultural Magnet School,0154611,6,ELA,45,45,100,45,6,13.3,11,24.4,19,42.2,9,20,28,62.2,2556
Bridgeport School District,0150011,Multicultural Magnet School,0154611,6,Math,45,45,100,45,8,17.8,16,35.6,12,26.7,9,20,21,46.7,2541
Bridgeport School District,0150011,Multicultural Magnet School,0154611,7,ELA,40,40,100,40,*,*,9,22.5,22,55,*,*,*,*,2587
Bridgeport School District,0150011,Multicultural Magnet School,0154611,7,Math,40,40,100,40,6,15,9,22.5,18,45,7,17.5,25,62.5,2572
Bridgeport School District,0150011,Multicultural Magnet School,0154611,8,ELA,44,44,100,44,*,*,16,36.4,17,38.6,*,*,*,*,2579
Bridgeport School District,0150011,Multicultural Magnet School,0154611,8,Math,44,44,100,44,17,38.6,17,38.6,*,*,*,*,10,22.7,2524
Bridgeport School District,0150011,Park City Magnet School,0151711,3,ELA,43,42,97.7,42,10,23.8,13,31,6,14.3,13,31,19,45.2,2426
Bridgeport School District,0150011,Park City Magnet School,0151711,3,Math,43,42,97.7,42,16,38.1,12,28.6,*,*,*,*,14,33.3,2413
Bridgeport School District,0150011,Park City Magnet School,0151711,4,ELA,50,50,100,50,21,42,13,26,*,*,*,*,16,32,2427
Bridgeport School District,0150011,Park City Magnet School,0151711,4,Math,50,50,100,50,21,42,22,44,*,*,*,*,7,14,2430
Bridgeport School District,0150011,Park City Magnet School,0151711,5,ELA,53,53,100,53,32,60.4,10,18.9,*,*,*,*,11,20.8,2434
Bridgeport School District,0150011,Park City Magnet School,0151711,5,Math,53,53,100,53,40,75.5,9,17,*,*,*,*,*,*,2410
Bridgeport School District,0150011,Park City Magnet School,0151711,6,ELA,43,43,100,43,17,39.5,12,27.9,*,*,*,*,14,32.6,2487
Bridgeport School District,0150011,Park City Magnet School,0151711,6,Math,43,43,100,43,32,74.4,*,*,*,*,0,0,*,*,2445
Bridgeport School District,0150011,Park City Magnet School,0151711,7,ELA,47,47,100,47,*,*,18,38.3,15,31.9,*,*,*,*,2531
Bridgeport School District,0150011,Park City Magnet School,0151711,7,Math,47,47,100,47,21,44.7,13,27.7,*,*,*,*,13,27.7,2513
Bridgeport School District,0150011,Park City Magnet School,0151711,8,ELA,43,43,100,43,*,*,11,25.6,18,41.9,*,*,*,*,2556
Bridgeport School District,0150011,Park City Magnet School,0151711,8,Math,43,43,100,43,16,37.2,16,37.2,*,*,*,*,11,25.6,2521
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,3,ELA,39,39,100,39,20,51.3,10,25.6,*,*,*,*,9,23.1,2362
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,3,Math,39,39,100,39,23,59,*,*,*,*,0,0,*,*,2347
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,4,ELA,28,27,96.4,27,21,77.8,*,*,*,*,0,0,*,*,2368
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,4,Math,28,27,96.4,27,21,77.8,*,*,*,*,0,0,*,*,2346
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,5,ELA,32,32,100,32,21,65.6,6,18.8,*,*,*,*,*,*,2408
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,5,Math,32,32,100,32,28,87.5,*,*,*,*,0,0,*,*,2373
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,6,ELA,30,30,100,30,18,60,*,*,*,*,0,0,*,*,2414
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,6,Math,30,30,100,30,*,*,*,*,0,0,0,0,0,0,2388
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,7,ELA,57,57,100,57,39,68.4,8,14,*,*,*,*,10,17.5,2440
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,7,Math,57,55,96.5,55,43,78.2,9,16.4,*,*,*,*,*,*,2410
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,8,ELA,43,43,100,43,32,74.4,7,16.3,*,*,*,*,*,*,2438
Bridgeport School District,0150011,Paul Laurence Dunbar School,0154111,8,Math,43,41,95.3,40,*,*,0,0,*,*,0,0,*,*,2387
Bridgeport School District,0150011,Read School,0152511,3,ELA,67,67,100,67,37,55.2,24,35.8,*,*,*,*,6,9,2355
Bridgeport School District,0150011,Read School,0152511,3,Math,66,66,100,66,41,62.1,13,19.7,*,*,*,*,12,18.2,2365
Bridgeport School District,0150011,Read School,0152511,4,ELA,79,79,100,79,40,50.6,17,21.5,15,19,7,8.9,22,27.8,2426
Bridgeport School District,0150011,Read School,0152511,4,Math,79,79,100,79,36,45.6,33,41.8,10,12.7,0,0,10,12.7,2419
Bridgeport School District,0150011,Read School,0152511,5,ELA,77,76,98.7,76,42,55.3,17,22.4,*,*,*,*,17,22.4,2433
Bridgeport School District,0150011,Read School,0152511,5,Math,77,76,98.7,76,59,77.6,12,15.8,*,*,*,*,*,*,2403
Bridgeport School District,0150011,Read School,0152511,6,ELA,58,58,100,58,29,50,20,34.5,9,15.5,0,0,9,15.5,2463
Bridgeport School District,0150011,Read School,0152511,6,Math,58,58,100,58,42,72.4,12,20.7,*,*,*,*,*,*,2424
Bridgeport School District,0150011,Read School,0152511,7,ELA,89,89,100,89,35,39.3,32,36,*,*,*,*,22,24.7,2492
Bridgeport School District,0150011,Read School,0152511,7,Math,89,89,100,89,64,71.9,18,20.2,*,*,*,*,7,7.9,2440
Bridgeport School District,0150011,Read School,0152511,8,ELA,84,84,100,84,46,54.8,20,23.8,*,*,*,*,18,21.4,2487
Bridgeport School District,0150011,Read School,0152511,8,Math,84,84,100,84,46,54.8,28,33.3,*,*,*,*,10,11.9,2475
Bridgeport School District,0150011,Roosevelt School,0152611,3,ELA,59,59,100,59,39,66.1,12,20.3,8,13.6,0,0,8,13.6,2342
Bridgeport School District,0150011,Roosevelt School,0152611,3,Math,59,59,100,59,42,71.2,10,16.9,*,*,*,*,7,11.9,2343
Bridgeport School District,0150011,Roosevelt School,0152611,4,ELA,65,65,100,65,50,76.9,*,*,6,9.2,*,*,*,*,2368
Bridgeport School District,0150011,Roosevelt School,0152611,4,Math,65,65,100,65,52,80,*,*,*,*,0,0,*,*,2375
Bridgeport School District,0150011,Roosevelt School,0152611,5,ELA,56,56,100,56,38,67.9,13,23.2,*,*,*,*,*,*,2405
Bridgeport School District,0150011,Roosevelt School,0152611,5,Math,56,56,100,56,52,92.9,*,*,*,*,0,0,*,*,2379
Bridgeport School District,0150011,Roosevelt School,0152611,6,ELA,49,49,100,49,28,57.1,11,22.4,*,*,*,*,10,20.4,2446
Bridgeport School District,0150011,Roosevelt School,0152611,6,Math,49,49,100,49,35,71.4,8,16.3,*,*,*,*,6,12.2,2418
Bridgeport School District,0150011,Roosevelt School,0152611,7,ELA,54,54,100,54,37,68.5,10,18.5,*,*,*,*,7,13,2432
Bridgeport School District,0150011,Roosevelt School,0152611,7,Math,54,54,100,54,44,81.5,6,11.1,*,*,*,*,*,*,2427
Bridgeport School District,0150011,Roosevelt School,0152611,8,ELA,49,49,100,49,33,67.3,9,18.4,*,*,*,*,7,14.3,2457
Bridgeport School District,0150011,Roosevelt School,0152611,8,Math,49,49,100,49,43,87.8,*,*,0,0,*,*,*,*,2402
Bridgeport School District,0150011,Thomas Hooker School,0151311,3,ELA,21,21,100,21,6,28.6,*,*,*,*,9,42.9,*,*,2439
Bridgeport School District,0150011,Thomas Hooker School,0151311,3,Math,21,21,100,21,9,42.9,*,*,*,*,*,*,*,*,2396
Bridgeport School District,0150011,Thomas Hooker School,0151311,4,ELA,25,25,100,25,7,28,8,32,6,24,*,*,*,*,2447
Bridgeport School District,0150011,Thomas Hooker School,0151311,4,Math,25,25,100,25,7,28,10,40,8,32,0,0,8,32,2427
Bridgeport School District,0150011,Thomas Hooker School,0151311,5,ELA,32,31,96.9,31,12,38.7,7,22.6,11,35.5,*,*,*,*,2456
Bridgeport School District,0150011,Thomas Hooker School,0151311,5,Math,32,31,96.9,31,19,61.3,10,32.3,*,*,0,0,*,*,2427
Bridgeport School District,0150011,Thomas Hooker School,0151311,6,ELA,28,28,100,28,*,*,10,35.7,9,32.1,*,*,*,*,2503
Bridgeport School District,0150011,Thomas Hooker School,0151311,6,Math,28,28,100,28,13,46.4,*,*,*,*,0,0,*,*,2467
Bridgeport School District,0150011,Thomas Hooker School,0151311,7,ELA,37,37,100,37,21,56.8,10,27,*,*,*,*,6,16.2,2472
Bridgeport School District,0150011,Thomas Hooker School,0151311,7,Math,37,37,100,37,21,56.8,11,29.7,*,*,*,*,*,*,2460
Bridgeport School District,0150011,Thomas Hooker School,0151311,8,ELA,39,39,100,39,17,43.6,14,35.9,*,*,*,*,8,20.5,2503
Bridgeport School District,0150011,Thomas Hooker School,0151311,8,Math,39,39,100,39,27,69.2,*,*,6,15.4,*,*,*,*,2469
Bridgeport School District,0150011,Waltersville School,0153011,3,ELA,50,50,100,50,38,76,8,16,*,*,*,*,*,*,2321
Bridgeport School District,0150011,Waltersville School,0153011,3,Math,50,50,100,50,35,70,7,14,8,16,0,0,8,16,2334
Bridgeport School District,0150011,Waltersville School,0153011,4,ELA,43,43,100,43,36,83.7,*,*,0,0,*,*,*,*,2348
Bridgeport School District,0150011,Waltersville School,0153011,4,Math,43,43,100,43,32,74.4,*,*,*,*,*,*,*,*,2371
Bridgeport School District,0150011,Waltersville School,0153011,5,ELA,42,42,100,42,26,61.9,8,19,8,19,0,0,8,19,2419
Bridgeport School District,0150011,Waltersville School,0153011,5,Math,42,42,100,42,35,83.3,*,*,*,*,0,0,*,*,2399
Bridgeport School District,0150011,Waltersville School,0153011,6,ELA,45,45,100,45,29,64.4,9,20,*,*,*,*,7,15.6,2434
Bridgeport School District,0150011,Waltersville School,0153011,6,Math,45,45,100,45,37,82.2,*,*,*,*,0,0,*,*,2404
