District,District Code,School,School Code,Grade,Subject,Total Number of Students,Total Number Tested,Smarter Balanced Participation Rate,Total Number with Scored Tests,Count,%,Count,%,Count,%,Count,%,Count,%,Average VSS
Danbury School District,0340011,Westside Middle School Academy,0340311,6,ELA,200,199,99.5,199,29,14.6,61,30.7,75,37.7,34,17.1,109,54.8,2541
Danbury School District,0340011,Westside Middle School Academy,0340311,6,Math,200,199,99.5,199,36,18.1,66,33.2,57,28.6,40,20.1,97,48.7,2543
Danbury School District,0340011,Westside Middle School Academy,0340311,7,ELA,200,198,99,198,34,17.2,55,27.8,83,41.9,26,13.1,109,55.1,2560
Danbury School District,0340011,Westside Middle School Academy,0340311,7,Math,200,199,99.5,199,51,25.6,63,31.7,57,28.6,28,14.1,85,42.7,2542
Danbury School District,0340011,Westside Middle School Academy,0340311,8,ELA,195,195,100,195,23,11.8,54,27.7,88,45.1,30,15.4,118,60.5,2585
Danbury School District,0340011,Westside Middle School Academy,0340311,8,Math,195,195,100,195,51,26.2,64,32.8,38,19.5,42,21.5,80,41,2567
Darien School District,0350011,Hindley Elementary School,0350211,3,ELA,80,79,98.8,79,*,*,*,*,22,27.8,43,54.4,65,82.3,2503
Darien School District,0350011,Hindley Elementary School,0350211,3,Math,80,79,98.8,79,*,*,*,*,29,36.7,42,53.2,71,89.9,2507
Darien School District,0350011,Hindley Elementary School,0350211,4,ELA,88,85,96.6,85,*,*,*,*,17,20,58,68.2,75,88.2,2562
Darien School District,0350011,Hindley Elementary School,0350211,4,Math,88,84,95.5,84,*,*,*,*,31,36.9,40,47.6,71,84.5,2547
Darien School District,0350011,Hindley Elementary School,0350211,5,ELA,89,87,97.8,87,*,*,*,*,30,34.5,43,49.4,73,83.9,2573
Darien School District,0350011,Hindley Elementary School,0350211,5,Math,89,87,97.8,87,7,8,20,23,21,24.1,39,44.8,60,69,2563
Darien School District,0350011,Holmes Elementary School,0350711,3,ELA,81,81,100,81,*,*,*,*,21,25.9,45,55.6,66,81.5,2494
Darien School District,0350011,Holmes Elementary School,0350711,3,Math,81,81,100,81,*,*,13,16,23,28.4,43,53.1,66,81.5,2501
Darien School District,0350011,Holmes Elementary School,0350711,4,ELA,75,75,100,75,*,*,*,*,19,25.3,44,58.7,63,84,2546
Darien School District,0350011,Holmes Elementary School,0350711,4,Math,75,75,100,75,*,*,12,16,24,32,35,46.7,59,78.7,2537
Darien School District,0350011,Holmes Elementary School,0350711,5,ELA,67,67,100,67,*,*,*,*,24,35.8,31,46.3,55,82.1,2580
Darien School District,0350011,Holmes Elementary School,0350711,5,Math,67,67,100,67,*,*,10,14.9,23,34.3,29,43.3,52,77.6,2571
Darien School District,0350011,Middlesex Middle School,0355111,6,ELA,355,352,99.2,352,10,2.8,36,10.2,137,38.9,169,48,306,86.9,2613
Darien School District,0350011,Middlesex Middle School,0355111,6,Math,355,352,99.2,352,12,3.4,42,11.9,64,18.2,234,66.5,298,84.7,2634
Darien School District,0350011,Middlesex Middle School,0355111,7,ELA,404,396,98,396,18,4.5,33,8.3,169,42.7,176,44.4,345,87.1,2632
Darien School District,0350011,Middlesex Middle School,0355111,7,Math,404,395,97.8,395,25,6.3,49,12.4,90,22.8,231,58.5,321,81.3,2641
Darien School District,0350011,Middlesex Middle School,0355111,8,ELA,368,361,98.1,361,6,1.7,36,10,166,46,153,42.4,319,88.4,2652
Darien School District,0350011,Middlesex Middle School,0355111,8,Math,368,361,98.1,361,16,4.4,36,10,85,23.5,224,62,309,85.6,2670
Darien School District,0350011,Ox Ridge Elementary School,0351311,3,ELA,85,84,98.8,84,8,9.5,17,20.2,18,21.4,41,48.8,59,70.2,2473
Darien School District,0350011,Ox Ridge Elementary School,0351311,3,Math,85,84,98.8,84,*,*,*,*,27,32.1,34,40.5,61,72.6,2478
Darien School District,0350011,Ox Ridge Elementary School,0351311,4,ELA,75,75,100,75,*,*,*,*,20,26.7,42,56,62,82.7,2540
Darien School District,0350011,Ox Ridge Elementary School,0351311,4,Math,75,75,100,75,*,*,*,*,24,32,31,41.3,55,73.3,2525
Darien School District,0350011,Ox Ridge Elementary School,0351311,5,ELA,72,72,100,72,*,*,*,*,17,23.6,44,61.1,61,84.7,2592
Darien School District,0350011,Ox Ridge Elementary School,0351311,5,Math,72,72,100,72,*,*,*,*,21,29.2,35,48.6,56,77.8,2576
Darien School District,0350011,Royle Elementary School,0350511,3,ELA,62,60,96.8,60,*,*,*,*,17,28.3,31,51.7,48,80,2491
Darien School District,0350011,Royle Elementary School,0350511,3,Math,62,60,96.8,60,6,10,10,16.7,19,31.7,25,41.7,44,73.3,2485
Darien School District,0350011,Royle Elementary School,0350511,4,ELA,58,56,96.6,56,*,*,*,*,20,35.7,24,42.9,44,78.6,2518
Darien School District,0350011,Royle Elementary School,0350511,4,Math,58,56,96.6,56,0,0,16,28.6,24,42.9,16,28.6,40,71.4,2523
Darien School District,0350011,Royle Elementary School,0350511,5,ELA,65,63,96.9,63,*,*,*,*,18,28.6,34,54,52,82.5,2586
Darien School District,0350011,Royle Elementary School,0350511,5,Math,65,63,96.9,63,*,*,*,*,17,27,30,47.6,47,74.6,2574
Darien School District,0350011,Tokeneke Elementary School,0350611,3,ELA,83,83,100,83,7,8.4,9,10.8,18,21.7,49,59,67,80.7,2497
Darien School District,0350011,Tokeneke Elementary School,0350611,3,Math,83,83,100,83,*,*,*,*,32,38.6,40,48.2,72,86.7,2504
Darien School District,0350011,Tokeneke Elementary School,0350611,4,ELA,78,76,97.4,76,*,*,*,*,16,21.1,48,63.2,64,84.2,2545
Darien School District,0350011,Tokeneke Elementary School,0350611,4,Math,78,76,97.4,76,*,*,*,*,29,38.2,31,40.8,60,78.9,2535
Darien School District,0350011,Tokeneke Elementary School,0350611,5,ELA,70,70,100,70,*,*,*,*,18,25.7,45,64.3,63,90,2608
Darien School District,0350011,Tokeneke Elementary School,0350611,5,Math,70,70,100,70,*,*,*,*,23,32.9,35,50,58,82.9,2587
Deep River School District,0360011,Deep River Elementary School,0360111,3,ELA,30,30,100,30,*,*,*,*,8,26.7,16,53.3,24,80,2485
Deep River School District,0360011,Deep River Elementary School,0360111,3,Math,30,30,100,30,*,*,9,30,10,33.3,*,*,*,*,2465
Deep River School District,0360011,Deep River Elementary School,0360111,4,ELA,47,47,100,47,8,17,12,25.5,11,23.4,16,34,27,57.4,2494
Deep River School District,0360011,Deep River Elementary School,0360111,4,Math,47,47,100,47,*,*,17,36.2,15,31.9,*,*,*,*,2500
Deep River School District,0360011,Deep River Elementary School,0360111,5,ELA,54,54,100,54,*,*,14,25.9,23,42.6,*,*,*,*,2542
Deep River School District,0360011,Deep River Elementary School,0360111,5,Math,54,54,100,54,8,14.8,17,31.5,18,33.3,11,20.4,29,53.7,2529
Deep River School District,0360011,Deep River Elementary School,0360111,6,ELA,42,42,100,42,*,*,*,*,13,31,21,50,34,81,2597
Deep River School District,0360011,Deep River Elementary School,0360111,6,Math,42,42,100,42,0,0,12,28.6,13,31,17,40.5,30,71.4,2594
Derby School District,0370011,Bradley School,0370611,3,ELA,61,61,100,61,6,9.8,15,24.6,22,36.1,18,29.5,40,65.6,2450
Derby School District,0370011,Bradley School,0370611,3,Math,61,61,100,61,9,14.8,16,26.2,26,42.6,10,16.4,36,59,2442
Derby School District,0370011,Bradley School,0370611,4,ELA,55,55,100,55,12,21.8,12,21.8,21,38.2,10,18.2,31,56.4,2464
Derby School District,0370011,Bradley School,0370611,4,Math,55,55,100,55,18,32.7,20,36.4,10,18.2,7,12.7,17,30.9,2446
Derby School District,0370011,Bradley School,0370611,5,ELA,64,64,100,64,26,40.6,13,20.3,19,29.7,6,9.4,25,39.1,2464
Derby School District,0370011,Bradley School,0370611,5,Math,64,64,100,64,29,45.3,12,18.8,12,18.8,11,17.2,23,35.9,2486
Derby School District,0370011,Derby Middle School,0375011,6,ELA,96,96,100,96,41,42.7,32,33.3,*,*,*,*,23,24,2472
Derby School District,0370011,Derby Middle School,0375011,6,Math,96,96,100,96,49,51,24,25,*,*,*,*,23,24,2460
Derby School District,0370011,Derby Middle School,0375011,7,ELA,124,124,100,124,48,38.7,32,25.8,36,29,8,6.5,44,35.5,2509
Derby School District,0370011,Derby Middle School,0375011,7,Math,124,124,100,124,55,44.4,43,34.7,19,15.3,7,5.6,26,21,2493
Derby School District,0370011,Derby Middle School,0375011,8,ELA,101,99,98,99,42,42.4,29,29.3,22,22.2,6,6.1,28,28.3,2513
Derby School District,0370011,Derby Middle School,0375011,8,Math,101,99,98,99,60,60.6,28,28.3,11,11.1,0,0,11,11.1,2470
Derby School District,0370011,Irving School,0370411,3,ELA,51,51,100,51,15,29.4,17,33.3,10,19.6,9,17.6,19,37.3,2410
Derby School District,0370011,Irving School,0370411,3,Math,51,51,100,51,20,39.2,20,39.2,*,*,*,*,11,21.6,2387
Derby School District,0370011,Irving School,0370411,4,ELA,61,61,100,61,24,39.3,14,23,11,18,12,19.7,23,37.7,2439
Derby School District,0370011,Irving School,0370411,4,Math,61,61,100,61,21,34.4,28,45.9,*,*,*,*,12,19.7,2440
Derby School District,0370011,Irving School,0370411,5,ELA,61,61,100,61,26,42.6,14,23,12,19.7,9,14.8,21,34.4,2466
Derby School District,0370011,Irving School,0370411,5,Math,61,61,100,61,38,62.3,16,26.2,*,*,*,*,7,11.5,2440
Derby School District,0370011,RAISE Academy,0370511,7,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Derby School District,0370011,RAISE Academy,0370511,7,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Derby School District,0370011,RAISE Academy,0370511,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Derby School District,0370011,RAISE Academy,0370511,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
East Granby School District,0400011,East Granby Middle School,0405111,6,ELA,75,71,94.7,71,8,11.3,14,19.7,32,45.1,17,23.9,49,69,2559
East Granby School District,0400011,East Granby Middle School,0405111,6,Math,75,72,96,72,8,11.1,17,23.6,30,41.7,17,23.6,47,65.3,2565
East Granby School District,0400011,East Granby Middle School,0405111,7,ELA,66,64,97,64,*,*,*,*,32,50,15,23.4,47,73.4,2592
East Granby School District,0400011,East Granby Middle School,0405111,7,Math,66,61,92.4,61,6,9.8,14,23,16,26.2,25,41,41,67.2,2605
East Granby School District,0400011,East Granby Middle School,0405111,8,ELA,76,76,100,76,7,9.2,10,13.2,36,47.4,23,30.3,59,77.6,2621
East Granby School District,0400011,East Granby Middle School,0405111,8,Math,76,74,97.4,74,11,14.9,16,21.6,25,33.8,22,29.7,47,63.5,2602
East Granby School District,0400011,R. Dudley Seymour School,0400211,3,ELA,72,72,100,72,12,16.7,10,13.9,21,29.2,29,40.3,50,69.4,2462
East Granby School District,0400011,R. Dudley Seymour School,0400211,3,Math,72,72,100,72,*,*,*,*,26,36.1,30,41.7,56,77.8,2486
East Granby School District,0400011,R. Dudley Seymour School,0400211,4,ELA,71,71,100,71,12,16.9,9,12.7,16,22.5,34,47.9,50,70.4,2513
East Granby School District,0400011,R. Dudley Seymour School,0400211,4,Math,71,71,100,71,6,8.5,16,22.5,27,38,22,31,49,69,2514
East Granby School District,0400011,R. Dudley Seymour School,0400211,5,ELA,50,50,100,50,*,*,*,*,17,34,22,44,39,78,2558
East Granby School District,0400011,R. Dudley Seymour School,0400211,5,Math,50,50,100,50,*,*,*,*,15,30,19,38,34,68,2560
East Haddam School District,0410011,East Haddam Elementary School,0410111,3,ELA,79,78,98.7,78,7,9,18,23.1,23,29.5,30,38.5,53,67.9,2464
East Haddam School District,0410011,East Haddam Elementary School,0410111,3,Math,79,78,98.7,78,11,14.1,10,12.8,25,32.1,32,41,57,73.1,2473
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,4,ELA,73,70,95.9,70,11,15.7,10,14.3,17,24.3,32,45.7,49,70,2504
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,4,Math,73,70,95.9,70,6,8.6,24,34.3,24,34.3,16,22.9,40,57.1,2500
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,5,ELA,72,71,98.6,71,16,22.5,9,12.7,22,31,24,33.8,46,64.8,2535
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,5,Math,72,71,98.6,71,17,23.9,19,26.8,14,19.7,21,29.6,35,49.3,2517
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,6,ELA,69,68,98.6,68,*,*,*,*,28,41.2,27,39.7,55,80.9,2589
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,6,Math,69,68,98.6,68,6,8.8,19,27.9,25,36.8,18,26.5,43,63.2,2564
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,7,ELA,78,78,100,78,10,12.8,14,17.9,27,34.6,27,34.6,54,69.2,2594
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,7,Math,78,78,100,78,12,15.4,19,24.4,24,30.8,23,29.5,47,60.3,2581
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,8,ELA,100,95,95,95,*,*,*,*,42,44.2,29,30.5,71,74.7,2621
East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,8,Math,100,95,95,95,16,16.8,39,41.1,17,17.9,23,24.2,40,42.1,2585
East Hampton School District,0420011,Center School,0420311,4,ELA,166,164,98.8,164,38,23.2,41,25,*,*,44,26.8,*,*,2474
East Hampton School District,0420011,Center School,0420311,4,Math,167,165,98.8,165,23,13.9,45,27.3,64,38.8,33,20,97,58.8,2485
East Hampton School District,0420011,Center School,0420311,5,ELA,162,156,96.3,156,*,*,29,18.6,64,41,51,32.7,115,73.7,2550
East Hampton School District,0420011,Center School,0420311,5,Math,162,156,96.3,156,23,14.7,56,35.9,40,25.6,37,23.7,77,49.4,2527
East Hampton School District,0420011,East Hampton Middle School,0425111,6,ELA,*,*,*,*,20,15.5,27,20.9,57,44.2,25,19.4,82,63.6,*
East Hampton School District,0420011,East Hampton Middle School,0425111,6,Math,*,*,*,*,24,18.6,43,33.3,35,27.1,27,20.9,62,48.1,*
East Hampton School District,0420011,East Hampton Middle School,0425111,7,ELA,152,142,93.4,142,24,16.9,33,23.2,56,39.4,29,20.4,85,59.9,2571
East Hampton School District,0420011,East Hampton Middle School,0425111,7,Math,152,142,93.4,142,30,21.1,54,38,38,26.8,20,14.1,58,40.8,2544
East Hampton School District,0420011,East Hampton Middle School,0425111,8,ELA,136,131,96.3,130,*,*,32,24.6,59,45.4,*,*,*,*,2583
East Hampton School District,0420011,East Hampton Middle School,0425111,8,Math,136,131,96.3,131,42,32.1,46,35.1,*,*,*,*,*,*,2545
East Hampton School District,0420011,Memorial School,0420111,3,ELA,154,152,98.7,152,*,*,*,*,45,29.6,67,44.1,112,73.7,2472
East Hampton School District,0420011,Memorial School,0420111,3,Math,154,152,98.7,152,*,*,*,*,69,45.4,34,22.4,103,67.8,2461
East Hampton School District,0420011,The Learning Center at East Hampton,0429011,8,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
East Hampton School District,0420011,The Learning Center at East Hampton,0429011,8,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Anna E. Norris School,0430911,3,ELA,65,65,100,65,44,67.7,16,24.6,*,*,*,*,*,*,2336
East Hartford School District,0430011,Anna E. Norris School,0430911,3,Math,66,63,95.5,63,47,74.6,*,*,*,*,0,0,*,*,2331
East Hartford School District,0430011,Anna E. Norris School,0430911,4,ELA,55,55,100,55,30,54.5,15,27.3,*,*,*,*,10,18.2,2411
East Hartford School District,0430011,Anna E. Norris School,0430911,4,Math,55,54,98.2,54,32,59.3,16,29.6,*,*,*,*,6,11.1,2401
East Hartford School District,0430011,Anna E. Norris School,0430911,5,ELA,63,63,100,63,36,57.1,15,23.8,*,*,*,*,12,19,2425
East Hartford School District,0430011,Anna E. Norris School,0430911,5,Math,62,61,98.4,61,46,75.4,*,*,*,*,0,0,*,*,2407
East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,3,ELA,65,64,98.5,64,33,51.6,12,18.8,12,18.8,7,10.9,19,29.7,2374
East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,3,Math,65,63,96.9,63,34,54,16,25.4,*,*,*,*,13,20.6,2379
East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,4,ELA,60,60,100,60,28,46.7,19,31.7,*,*,*,*,13,21.7,2414
East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,4,Math,60,60,100,60,29,48.3,23,38.3,8,13.3,0,0,8,13.3,2411
East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,5,ELA,60,59,98.3,58,31,53.4,12,20.7,*,*,*,*,15,25.9,2431
East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,5,Math,60,56,93.3,56,40,71.4,10,17.9,*,*,*,*,6,10.7,2424
East Hartford School District,0430011,Dr. John A. Langford School,0432211,3,ELA,62,62,100,60,37,61.7,13,21.7,*,*,*,*,10,16.7,2362
East Hartford School District,0430011,Dr. John A. Langford School,0432211,3,Math,62,61,98.4,59,25,42.4,16,27.1,12,20.3,6,10.2,18,30.5,2397
East Hartford School District,0430011,Dr. John A. Langford School,0432211,4,ELA,49,49,100,48,20,41.7,12,25,*,*,*,*,16,33.3,2431
East Hartford School District,0430011,Dr. John A. Langford School,0432211,4,Math,49,49,100,48,17,35.4,17,35.4,*,*,*,*,14,29.2,2444
East Hartford School District,0430011,Dr. John A. Langford School,0432211,5,ELA,56,56,100,54,31,57.4,11,20.4,*,*,*,*,12,22.2,2444
East Hartford School District,0430011,Dr. John A. Langford School,0432211,5,Math,55,54,98.2,53,32,60.4,*,*,*,*,0,0,*,*,2432
East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,3,ELA,98,98,100,98,29,29.6,30,30.6,19,19.4,20,20.4,39,39.8,2419
East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,3,Math,98,98,100,98,34,34.7,26,26.5,23,23.5,15,15.3,38,38.8,2416
East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,4,ELA,95,95,100,95,43,45.3,23,24.2,19,20,10,10.5,29,30.5,2431
East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,4,Math,95,95,100,95,31,32.6,35,36.8,21,22.1,8,8.4,29,30.5,2445
East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,5,ELA,102,102,100,102,33,32.4,24,23.5,30,29.4,15,14.7,45,44.1,2485
East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,5,Math,102,101,99,101,45,44.6,19,18.8,26,25.7,11,10.9,37,36.6,2472
East Hartford School District,0430011,East Hartford Middle School,0435111,6,ELA,327,326,99.7,326,121,37.1,101,31,84,25.8,20,6.1,104,31.9,2485
East Hartford School District,0430011,East Hartford Middle School,0435111,6,Math,327,308,94.2,306,173,56.5,113,36.9,*,*,*,*,20,6.5,2444
East Hartford School District,0430011,East Hartford Middle School,0435111,7,ELA,304,297,97.7,296,126,42.6,84,28.4,76,25.7,10,3.4,86,29.1,2491
East Hartford School District,0430011,East Hartford Middle School,0435111,7,Math,304,268,88.2,268,136,50.7,87,32.5,*,*,*,*,45,16.8,2476
East Hartford School District,0430011,East Hartford Middle School,0435111,8,ELA,368,353,95.9,353,137,38.8,99,28,94,26.6,23,6.5,117,33.1,2520
East Hartford School District,0430011,East Hartford Middle School,0435111,8,Math,367,352,95.9,351,234,66.7,83,23.6,21,6,13,3.7,34,9.7,2463
East Hartford School District,0430011,Governor William Pitkin School,0432011,3,ELA,58,58,100,57,*,*,21,36.8,19,33.3,*,*,*,*,2412
East Hartford School District,0430011,Governor William Pitkin School,0432011,3,Math,58,58,100,57,17,29.8,22,38.6,*,*,*,*,18,31.6,2407
East Hartford School District,0430011,Governor William Pitkin School,0432011,4,ELA,67,67,100,67,19,28.4,17,25.4,10,14.9,21,31.3,31,46.3,2461
East Hartford School District,0430011,Governor William Pitkin School,0432011,4,Math,67,67,100,67,32,47.8,15,22.4,14,20.9,6,9,20,29.9,2442
East Hartford School District,0430011,Governor William Pitkin School,0432011,5,ELA,62,62,100,62,20,32.3,16,25.8,16,25.8,10,16.1,26,41.9,2489
East Hartford School District,0430011,Governor William Pitkin School,0432011,5,Math,61,61,100,60,22,36.7,20,33.3,*,*,*,*,18,30,2487
East Hartford School District,0430011,Joseph O. Goodwin School,0430411,3,ELA,64,64,100,64,22,34.4,15,23.4,11,17.2,16,25,27,42.2,2418
East Hartford School District,0430011,Joseph O. Goodwin School,0430411,3,Math,63,63,100,63,22,34.9,23,36.5,*,*,*,*,18,28.6,2405
East Hartford School District,0430011,Joseph O. Goodwin School,0430411,4,ELA,61,61,100,61,21,34.4,13,21.3,14,23,13,21.3,27,44.3,2461
East Hartford School District,0430011,Joseph O. Goodwin School,0430411,4,Math,61,61,100,61,23,37.7,22,36.1,8,13.1,8,13.1,16,26.2,2441
East Hartford School District,0430011,Joseph O. Goodwin School,0430411,5,ELA,59,59,100,59,14,23.7,16,27.1,19,32.2,10,16.9,29,49.2,2500
East Hartford School District,0430011,Joseph O. Goodwin School,0430411,5,Math,59,59,100,59,18,30.5,16,27.1,16,27.1,9,15.3,25,42.4,2498
East Hartford School District,0430011,Robert J. O'Brien School,0431811,3,ELA,87,87,100,87,42,48.3,25,28.7,11,12.6,9,10.3,20,23,2372
East Hartford School District,0430011,Robert J. O'Brien School,0431811,3,Math,87,87,100,87,46,52.9,25,28.7,*,*,*,*,16,18.4,2368
East Hartford School District,0430011,Robert J. O'Brien School,0431811,4,ELA,84,84,100,84,45,53.6,22,26.2,11,13.1,6,7.1,17,20.2,2407
East Hartford School District,0430011,Robert J. O'Brien School,0431811,4,Math,84,83,98.8,83,43,51.8,31,37.3,9,10.8,0,0,9,10.8,2406
East Hartford School District,0430011,Robert J. O'Brien School,0431811,5,ELA,70,70,100,70,26,37.1,24,34.3,11,15.7,9,12.9,20,28.6,2462
East Hartford School District,0430011,Robert J. O'Brien School,0431811,5,Math,70,70,100,70,41,58.6,22,31.4,7,10,0,0,7,10,2435
East Hartford School District,0430011,Silver Lane School,0431211,3,ELA,48,48,100,48,25,52.1,13,27.1,10,20.8,0,0,10,20.8,2350
East Hartford School District,0430011,Silver Lane School,0431211,3,Math,48,47,97.9,47,31,66,9,19.1,7,14.9,0,0,7,14.9,2359
East Hartford School District,0430011,Silver Lane School,0431211,4,ELA,53,53,100,53,29,54.7,14,26.4,*,*,*,*,10,18.9,2407
East Hartford School District,0430011,Silver Lane School,0431211,4,Math,53,52,98.1,52,25,48.1,19,36.5,*,*,*,*,8,15.4,2418
East Hartford School District,0430011,Silver Lane School,0431211,5,ELA,35,35,100,35,15,42.9,11,31.4,9,25.7,0,0,9,25.7,2448
East Hartford School District,0430011,Silver Lane School,0431211,5,Math,35,35,100,35,18,51.4,14,40,*,*,*,*,*,*,2446
East Hartford School District,0430011,Sunset Ridge Middle School,0432411,6,ELA,115,115,100,115,29,25.2,36,31.3,41,35.7,9,7.8,50,43.5,2511
East Hartford School District,0430011,Sunset Ridge Middle School,0432411,6,Math,113,113,100,113,51,45.1,41,36.3,*,*,*,*,21,18.6,2470
East Hartford School District,0430011,Sunset Ridge Middle School,0432411,7,ELA,114,114,100,114,42,36.8,30,26.3,35,30.7,7,6.1,42,36.8,2507
East Hartford School District,0430011,Sunset Ridge Middle School,0432411,7,Math,114,114,100,114,55,48.2,34,29.8,17,14.9,8,7,25,21.9,2495
East Hartford School District,0430011,Sunset Ridge Middle School,0432411,8,ELA,100,100,100,100,43,43,35,35,*,*,*,*,22,22,2503
East Hartford School District,0430011,Sunset Ridge Middle School,0432411,8,Math,100,97,97,97,68,70.1,*,*,*,*,0,0,*,*,2450
East Hartford School District,0430011,Woodland School,0439011,3,ELA,8,8,*,*,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,3,Math,8,8,*,*,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,4,ELA,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,4,Math,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,5,ELA,13,13,*,13,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,5,Math,14,14,*,14,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,6,ELA,17,17,*,17,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,6,Math,17,17,*,16,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,7,ELA,15,15,*,15,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,7,Math,15,15,*,15,*,*,*,*,*,*,*,*,*,*,*
East Hartford School District,0430011,Woodland School,0439011,8,ELA,30,29,96.7,29,25,86.2,*,*,*,*,0,0,*,*,2406
East Hartford School District,0430011,Woodland School,0439011,8,Math,30,28,93.3,25,25,100,0,0,0,0,0,0,0,0,2343
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,3,ELA,46,46,100,46,7,15.2,11,23.9,15,32.6,13,28.3,28,60.9,2449
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,3,Math,46,46,100,46,6,13,9,19.6,22,47.8,9,19.6,31,67.4,2461
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,4,ELA,45,45,100,45,8,17.8,8,17.8,14,31.1,15,33.3,29,64.4,2491
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,4,Math,45,45,100,45,*,*,15,33.3,19,42.2,*,*,*,*,2483
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,5,ELA,40,40,100,40,11,27.5,6,15,15,37.5,8,20,23,57.5,2510
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,5,Math,40,40,100,40,13,32.5,12,30,*,*,*,*,15,37.5,2486
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,6,ELA,42,42,100,42,7,16.7,9,21.4,16,38.1,10,23.8,26,61.9,2547
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,6,Math,42,42,100,42,8,19,16,38.1,12,28.6,6,14.3,18,42.9,2535
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,7,ELA,41,41,100,41,*,*,9,22,21,51.2,*,*,*,*,2568
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,7,Math,41,41,100,41,7,17.1,15,36.6,12,29.3,7,17.1,19,46.3,2555
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,8,ELA,41,41,100,41,*,*,*,*,22,53.7,10,24.4,32,78,2614
East Haven School District,0440011,Carbone School/East Haven Academy,0441711,8,Math,41,41,100,41,13,31.7,8,19.5,9,22,11,26.8,20,48.8,2568
East Haven School District,0440011,Dominick H. Ferrara School,0441311,3,ELA,59,59,100,59,22,37.3,17,28.8,12,20.3,8,13.6,20,33.9,2394
East Haven School District,0440011,Dominick H. Ferrara School,0441311,3,Math,59,59,100,59,21,35.6,17,28.8,13,22,8,13.6,21,35.6,2414
East Haven School District,0440011,Dominick H. Ferrara School,0441311,4,ELA,62,61,98.4,61,25,41,15,24.6,8,13.1,13,21.3,21,34.4,2442
East Haven School District,0440011,Dominick H. Ferrara School,0441311,4,Math,62,61,98.4,61,13,21.3,20,32.8,13,21.3,15,24.6,28,45.9,2481
East Haven School District,0440011,Dominick H. Ferrara School,0441311,5,ELA,67,66,98.5,66,17,25.8,17,25.8,23,34.8,9,13.6,32,48.5,2494
East Haven School District,0440011,Dominick H. Ferrara School,0441311,5,Math,67,66,98.5,66,10,15.2,24,36.4,23,34.8,9,13.6,32,48.5,2519
